Key,Comment,Japanese,English,Traditional Chinese,Simplified Chinese,Japanese_Steam,Traditional Chinese_Steam,Simplified Chinese_Steam,English_Steam,Korean_Steam
,,,,,,,,,,
Akiho.Fallen3-9,,明穂の乳から太い束になった母乳が勢いよく発射される,A thick bundle of mother's milk shoots vigorously from Akiho's tits.,明穗的乳房噴射出一股濃稠的母乳束。,明穗的乳房喷射出一股浓稠的母乳束。,明穂の乳から太い束になった母乳が勢いよく発射される,明穗的乳頭噴射出勢頭猛烈、粗束狀的母乳。,明穗的乳头喷射出势头猛烈、粗束状的母乳。,Thick streams of breast milk shot forcefully from Akiho's breasts.,아키호의 젖에서 굵은 뭉치가 된 모유가 세차게 발사된다
,,,,,,,,,,
Akiho.Fallen3-10,戦闘員,「おお、今日は一段と乳の出がいいな」,"「Oh, you're milking it even better today.」",「哦，今天乳汁的流量更好了呢」,「哦，今天乳汁的流量更好了呢」,「おお、今日は一段と乳の出がいいな」,「喔喔，今天奶水流動得特別好呢。」,「喔喔，今天奶水流动得特别好呢。」,"""Oh, your milk production is especially good today.""","「오오, 오늘은 한층 더 젖이 잘 나오네」"
,,,,,,,,,,
Akiho.Fallen3-11,明穂,「あひっ♥♥、ありがとうございますっ♥♥、頑張って沢山ミルク出しますっ♥♥」,「I'll try my best to produce lots of milk.」,「啊嗚♥♥、非常感謝♥♥、我會努力擠出更多的乳汁♥♥」,「啊呜♥♥、非常感谢♥♥、我会努力挤出更多的乳汁♥♥」,「あひっ♥♥、ありがとうございますっ♥♥、頑張って沢山ミルク出しますっ♥♥」,「啊噫♥♥，謝謝你們♥♥，我會努力擠出更多奶水的♥♥！」,「啊噫♥♥，谢谢你们♥♥，我会努力挤出更多奶水的♥♥！」,"""Ahi♥♥ Thank you♥♥ I'll work hard to produce lots of milk♥♥""","「아힛♥♥, 감사합니다♥♥, 열심히 잔뜩 밀크 낼게요♥♥」"
,,,,,,,,,,
Akiho.Fallen3-12,,そして戦闘員たちは慣れた手つきで代わる代わる明穂の乳首を搾っていく,The combatants then took turns squeezing Akiho's nipples with their accustomed hands.,然後戰鬥員們熟練地輪流擠壓明穗的乳頭。,然后战斗员们熟练地轮流挤压明穗的乳头。,そして戦闘員たちは慣れた手つきで代わる代わる明穂の乳首を搾っていく,接著，戰鬥員們熟練地輪流擠壓明穗的乳頭。,接着，战斗员们熟练地轮流挤压明穗的乳头。,The soldiers then took turns milking Akiho's nipples with practiced hands.,그리고 전투원들은 익숙한 손놀림으로 번갈아 가며 아키호의 유두를 짜간다
,,,,,,,,,,
Akiho.Fallen3-13,明穂,「お゛っ♥、おひっ♥♥、ふうっ♥♥、お゛おっ♥、お゛っ♥」,"「Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh.」",「喔♥、喔嗚♥♥、呼呼♥♥、喔喔♥、喔♥」,「喔♥、喔呜♥♥、呼呼♥♥、喔喔♥、喔♥」,「お゛っ♥、おひっ♥♥、ふうっ♥♥、お゛おっ♥、お゛っ♥」,「嗚♥，啊咿♥♥，呼！♥♥，嗚喔♥，嗚♥！」,「呜♥，啊咿♥♥，呼！♥♥，呜喔♥，呜♥！」,"""Oh♥ Ohi♥♥ Fuu♥♥ Ooh♥ Oh♥""","「오옷 ♥, 오힛♥♥, 후웃♥♥, 오옷 오옷♥, 오옷 ♥」"
,,,,,,,,,,
Akiho.Fallen3-14,戦闘員,「おらどうだ？俺達も明穂ちゃんの乳搾るの上手になって来ただろ？」,"「How are you doing? We're getting good at milking Akiho, aren't we?」",「看起來如何？我們也變得更加擅長擠明穗小姐的乳汁了吧？」,「看起来如何？我们也变得更加擅长挤明穗小姐的乳汁了吧？」,「おらどうだ？俺達も明穂ちゃんの乳搾るの上手になって来ただろ？」,「怎麼樣？我們的擠奶技術也進步了對吧？」,「怎么样？我们的挤奶技术也进步了对吧？」,"""How's that? We've gotten pretty good at milking you, haven't we?""",「자 어때? 우리들도 아키호쨩 젖 짜는 거 능숙해졌지?」
,3－4,,,,,,,,,
Akiho.Fallen3-15,明穂,「はひぃっ♥♥とても上手ですっ♥、上手すぎて家畜乳首がミルク噴くの我慢できないですっ♥♥」,"「Hee hee hee hee, you're so good, I can't stand it when your nipples spew milk!」",「哈嗚♥♥擠得非常好♥，擠得太好了，家畜的乳頭都忍不住噴出奶來了♥♥」,「哈呜♥♥挤得非常好♥，挤得太好了，家畜的乳头都忍不住喷出奶来了♥♥」,「はひぃっ♥♥とても上手ですっ♥、上手すぎて家畜乳首がミルク噴くの我慢できないですっ♥♥」,「哈咿♥♥，非常厲害！♥，太厲害了，我的家畜乳頭都忍不住要噴出奶水了♥♥！」,「哈咿♥♥，非常厉害！♥，太厉害了，我的家畜乳头都忍不住要喷出奶水了♥♥！」,"""Hahii♥♥ You're very good♥ So good that my livestock nipples can't help but spray milk♥♥""","「하히잇♥♥ 매우 능숙해요♥, 너무 능숙해서 가축 유두가 밀크 뿜는 걸 참을 수 없어요♥♥」"
,,,,,,,,,,
Akiho.Fallen3-16,戦闘員,「フフッ、素直でかわいい家畜ちゃんだな、いいぜもっと沢山絞ってやるよ」,"「Huh, you're such an honest and sweet little animal.」",「呵呵，這隻乖巧可愛的家畜啊，不錯嘛，我會擠更多的奶出來給你的」,「呵呵，这只乖巧可爱的家畜啊，不错嘛，我会挤更多的奶出来给你的」,「フフッ、素直でかわいい家畜ちゃんだな、いいぜもっと沢山絞ってやるよ」,「呼呼，真是隻聽話又可愛的家畜啊，好，我再給妳多擠一點。」,「呼呼，真是只听话又可爱的家畜啊，好，我再给妳多挤一点。」,"""Heh, what an obedient and cute little animal. Good, I'll milk you even more.""","「후훗, 솔직하고 귀여운 가축쨩이네, 좋아 더 잔뜩 짜주지」"
,,,,,,,,,,
Akiho.Fallen3-17,,そして戦闘員が絞る手に力を加え乳首を揉み上げると、明穂の意思と全く無関係に乳首から母乳が噴射される,"Then, when the combatant squeezes the nipple with her squeezing hand, the mother's milk spurts out from the nipple completely irrespective of Akiho's intention.",隨著戰鬥員加大擠壓的力道並揉捏乳頭，母乳從明穗的乳頭噴射而出，與她的意志完全無關。,随著战斗员加大挤压的力道并揉捏乳头，母乳从明穗的乳头喷射而出，与她的意志完全无关。,そして戦闘員が絞る手に力を加え乳首を揉み上げると、明穂の意思と全く無関係に乳首から母乳が噴射される,當戰鬥員手上施加力量，揉搓乳頭時，母乳便完全無視明穗的個人意願，從乳頭噴射而出。,当战斗员手上施加力量，揉搓乳头时，母乳便完全无视明穗的个人意愿，从乳头喷射而出。,"When the soldier put more force into his milking hands and kneaded her nipples, breast milk spurted from her nipples completely independent of Akiho's will.","그리고 전투원이 짜는 손에 힘을 가해 유두를 주물러 올리자, 아키호의 의사와 전혀 관계없이 유두에서 모유가 분사된다"
,,,,,,,,,,
Akiho.Fallen3-18,,ブシュッ♥♥、ドプッ♥、ブシュウウウウウッ♥♥,"Bushh ♥♥♥, dope ♥♥, bushh ♥♥♥.",噗♥♥、噹♥、噗噗噗噗♥♥,噗♥♥、当♥、噗噗噗噗♥♥,ブシュッ♥♥、ドプッ♥、ブシュウウウウウッ♥♥,噗咻♥♥！咚噗♥！噗啾嗚嗚嗚嗚嗚♥♥！,噗咻♥♥！咚噗♥！噗啾呜呜呜呜呜♥♥！,Gush♥♥ Spurt♥ Gushhhhh♥♥,"부슛♥♥, 돕♥, 부슈우우우우웃♥♥"
,3－3,,,,,,,,,
Akiho.Fallen3-19,明穂,「おひぃぃぃいんっ♥♥、すごいっ♥、おっぱい♥、一滴残らず全部絞り出されちゃうっ♥♥」,"「Ohhiiiiiinnnggg, ohhiiiinnnggg, ohhiiiinnnggg, titties, every last drop is squeezed out of me.」",「喔喲♥♥、太厲害了♥、胸部♥、每一滴都被擠乾淨了♥♥」,「喔哟♥♥、太厉害了♥、胸部♥、每一滴都被挤干净了♥♥」,「おひぃぃぃいんっ♥♥、すごいっ♥、おっぱい♥、一滴残らず全部絞り出されちゃうっ♥♥」,「嗚咿咿咿咿嗯！♥♥，好厲害！♥，奶水！一滴不剩地全被榨出來了！♥♥」,「呜咿咿咿咿嗯！♥♥，好厉害！♥，奶水！一滴不剩地全被榨出来了！♥♥」,"""Ohiiiiinn♥♥ Amazing♥ My breasts♥ Every last drop is being squeezed out♥♥""","「오히이이이인♥♥, 굉장해♥, 가슴♥, 한 방울 남김없이 전부 짜내어져 버렷♥♥」"
,,,,,,,,,,
Akiho.Fallen3-20,戦闘員,「ほら明穂ちゃんがんばれっ！ミルクサーバーなんだからもっと出さないと」,"「You have to work harder, Akiho-chan! You're a milk server, so you have to serve more.」",「明穗，加油啊！作為奶牛，你要擠更多出來才行」,「明穗，加油啊！作为奶牛，你要挤更多出来才行」,「ほら明穂ちゃんがんばれっ！ミルクサーバーなんだからもっと出さないと」,「來，明穗醬加油！妳是奶水供應器，不多擠一點可不行。」,「来，明穗酱加油！妳是奶水供应器，不多挤一点可不行。」,"""Akiho, you can do it! You're our milk server! You have to produce more!""",「자 아키호쨩 힘내! 밀크 서버니까 더 내야지」
,,,,,,,,,,
Akiho.Fallen3-21,明穂,「お゛っ♥♥、お゛っ♥、乳牛おっぱいがんばりますっ♥♥、沢山出して立派なミルクサーバーになりますっ♥♥」,「I'm going to make a lot of milk and I'm going to be a great milk server.」,「喔♥♥、喔♥、奶牛的奶牛加油喔♥♥、要多出來變成優秀的奶牛奶機喔♥♥」,「喔♥♥、喔♥、奶牛的奶牛加油喔♥♥、要多出来变成优秀的奶牛奶机喔♥♥」,「お゛っ♥♥、お゛っ♥、乳牛おっぱいがんばりますっ♥♥、沢山出して立派なミルクサーバーになりますっ♥♥」,「嗚喔♥♥，嗚喔♥，乳牛胸部會努力的！♥♥，會擠出很多奶水，成為稱職的奶水供應器的！♥♥」,「呜喔♥♥，呜喔♥，乳牛胸部会努力的！♥♥，会挤出很多奶水，成为称职的奶水供应器的！♥♥」,"""Ohh♥ Ohhhh♥ I'm a hard-working dairy cow! I'm going to be a really useful milk server!""","「오옷 ♥♥, 오옷 ♥, 젖소 가슴 힘낼게요♥♥, 잔뜩 내서 훌륭한 밀크 서버가 될게요♥♥」"
,,,,,,,,,,
Akiho.Fallen3-22,,戦闘員による明穂への搾乳が10分ほど続いた後,After about 10 minutes of milking of Akiho by the combatants,戰鬥員對明穗進行的擠乳持續了大約10分鐘後。,战斗员对明穗进行的挤乳持续了大约10分钟后。,戦闘員による明穂への搾乳が10分ほど続いた後,戰鬥員對明穗的擠奶持續了約十分鐘。,战斗员对明穗的挤奶持续了约十分钟。,The soldiers milked her for about ten more minutes.,전투원에 의한 아키호 착유가 10분 정도 계속된 후
,3－2,,,,,,,,,
Akiho.Fallen3-23,戦闘員,「ふう、さすがにもう搾っても出ねえか」,"「Well, I guess you can't squeeze any more out of me.」",「呼，果然再擠也擠不出來了嗎」,「呼，果然再挤也挤不出来了吗」,「ふう、さすがにもう搾っても出ねえか」,「呼，看來再怎麼擠也沒了。」,「呼，看来再怎么挤也没了。」,"""I think that's it.""","「후우, 아무래도 이제 짜도 안 나오네」"
,,,,,,,,,,
Akiho.Fallen3-24,,「しかし本当に乳牛みたいな量だな。10リットルは出たんじゃねえか？」,「But you really do look like a dairy cow...you must have had 10 liters of milk.」,「但真的像奶牛一樣的量啊。應該擠出了10公升吧？」,「但真的像奶牛一样的量啊。应该挤出了10公升吧？」,「しかし本当に乳牛みたいな量だな。10リットルは出たんじゃねえか？」,「不過這量真的像乳牛一樣多啊。少說也擠了十公升了吧？」,「不过这量真的像乳牛一样多啊。少说也挤了十公升了吧？」,"""She really is a dairy cow. Isn't this like... ten liters?""",「하지만 정말 젖소 같은 양이네. 10리터는 나왔지 않아?」
,,,,,,,,,,
Akiho.Fallen3-25,明穂,「あひっ♥♥、お゛っ♥、ミルクびゅーびゅー、きもちよかったですうっ♥♥、」,"「Ohhhhhhh, ohhhhhhh, milk beep, milk beep, it felt so good!」",「啊♥♥、喔♥、牛奶噗噗，感覺好舒服呢♥♥」,「啊♥♥、喔♥、牛奶噗噗，感觉好舒服呢♥♥」,「あひっ♥♥、お゛っ♥、ミルクびゅーびゅー、きもちよかったですうっ♥♥、」,「啊噫♥♥，嗚！♥，奶水噴出來，感覺好舒服喔♥♥。」,「啊噫♥♥，呜！♥，奶水喷出来，感觉好舒服喔♥♥。」,"""Ahiii♥ Oohhh♥ The milk came gushing out... That felt so good♥""","「아힛♥♥, 오옷 ♥, 밀크 뷰-뷰-, 기분 좋았어요오♥♥,」"
,,,,,,,,,,
Akiho.Fallen3-26,明穂,「じゃあわたしのミルク全部出ちゃったのでぇ♥♥、皆さんのおちんぽミルクで水分補給させてくださ～い♥♥」,"「I've got all my milk out, so let me rehydrate myself with your cock milk.」",「那麼我的奶全都擠出來了喔♥♥，請用大家的陽具奶來補充水分吧～♥♥」,「那么我的奶全都挤出来了喔♥♥，请用大家的阳具奶来补充水分吧～♥♥」,「じゃあわたしのミルク全部出ちゃったのでぇ♥♥、皆さんのおちんぽミルクで水分補給させてくださ～い♥♥」,「既然我的奶水都擠光了♥♥，請各位用你們的陰莖奶水幫我補充水分吧～♥♥」,「既然我的奶水都挤光了♥♥，请各位用你们的阴茎奶水帮我补充水分吧～♥♥」,"""Now that I've emptied my milk, I'll need milk from your dicks to hydrate myself♥♥""","「그럼 제 밀크 전부 나와버렸으니까아♥♥, 여러분의 자지 밀크로 수분 보충시켜주세요~♥♥」"
,,,,,,,,,,
Akiho.Fallen3-27,戦闘員,「あ～？やれやれ、ったくしょうがねえなあ」,"「Oh? Oh, my God, what a pain in the ass.」",「啊～？唉，真是無奈啊」,「啊～？唉，真是无奈啊」,「あ～？やれやれ、ったくしょうがねえなあ」,「啊～？真是的，拿妳沒辦法啊。」說著，戰鬥員們熟練地從制服裡掏出陰莖。,「啊～？真是的，拿妳没办法啊。」说着，战斗员们熟练地从制服里掏出阴茎。,"""Huh? Oh, you...""","「아~? 이런이런, 정말 어쩔 수 없네」"
,,,,,,,,,,
Akiho.Fallen3-28,,そう言うと戦闘員の男たちは慣れた手つきでスーツからチンポを取り出す,"With that said, the combatant men remove their cocks from their suits with a practiced hand.",這樣說著，戰鬥員們熟練地從西裝中取出陽具。,这样说著，战斗员们熟练地从西装中取出阳具。,そう言うと戦闘員の男たちは慣れた手つきでスーツからチンポを取り出す,說著，戰鬥員們熟練地從制服裡掏出陰莖。,说着，战斗员们熟练地从制服里掏出阴茎。,"With that, the male soldiers skillfully pulled their cocks out from their suits with practiced movements.",그렇게 말하며 전투원 남자들은 익숙한 손놀림으로 슈트에서 자지를 꺼낸다
,,,,,,,,,,
Akiho.Fallen3-29,明穂,「えへっ♥♥、えへっ♥♥、おチンポいっぱいっ♥♥」,"「Heh, heh, heh, heh, heh, heh, heh, heh, heh, heh, heh, heh, heh, heh, heh, heh, heh, heh.」",「嘿嘿♥♥、嘿嘿♥♥、陽具好多♥♥」,「嘿嘿♥♥、嘿嘿♥♥、阳具好多♥♥」,「えへっ♥♥、えへっ♥♥、おチンポいっぱいっ♥♥」,「欸嘿♥，欸嘿♥♥，好多陰莖啊♥♥！」,「欸嘿♥，欸嘿♥♥，好多阴茎啊♥♥！」,"""Ehehe♥♥ Ehehe♥♥ So many cocks♥♥""","「에헷♥♥, 에헷♥♥, 자지 잔뜩♥♥」"
,3－5,,,,,,,,,
Akiho.Fallen3-30,戦闘員,「オラ、とっととしゃぶれっ」,"「Ola, get your ass in gear and suck it.」",「我說，快點舔吧」,「我说，快点舔吧」,「オラ、とっととしゃぶれっ」,「來，給我吸。」,「来，给我吸。」,"""Come on, hurry up and suck!""","「자, 빨리 빨아」"
,,,,,,,,,,
Akiho.Fallen3-31,明穂,「はむっ♥♥、ジュルッ♥♥、ちゅぷっ♥、ちゅぷっ♥、じゅるるっ♥♥♥」,"「Hm ♥♥♥, julp ♥♥, chup, chup, chup, julp ♥♥♥♥♥」",「嘿♥♥、咕嚕♥♥、啾♥、啾♥、咕嚕嚕♥♥♥」,「嘿♥♥、咕噜♥♥、啾♥、啾♥、咕噜噜♥♥♥」,「はむっ♥♥、ジュルッ♥♥、ちゅぷっ♥、ちゅぷっ♥、じゅるるっ♥♥♥」,「哈姆♥♥，啾嚕♥♥，啾噗♥，啾噗♥，啾嚕嚕♥♥♥！」,「哈姆♥♥，啾噜♥♥，啾噗♥，啾噗♥，啾噜噜♥♥♥！」,"""Ham♥♥ Slurp♥♥ Suck♥ Suck♥ Slurrrrp♥♥♥""","「하뭇♥♥, 쥬릇♥♥, 츄풋♥, 츄풋♥, 쥬르르릇♥♥♥」"
,,,,,,,,,,
Akiho.Fallen3-32,,明穂はチューブから食べ物をねだる動物のように戦闘員たちのちんぽをしゃぶる,Akiho sucks the cocks of her combatants like an animal begging for food from a tube.,明穗像一隻乞求食物的動物般，舔著戰鬥員們的陽具。,明穗像一只乞求食物的动物般，舔著战斗员们的阳具。,明穂はチューブから食べ物をねだる動物のように戦闘員たちのちんぽをしゃぶる,明穗像向餵食管討食的動物一樣，吸吮著戰鬥員們的陰莖。,明穗像向喂食管讨食的动物一样，吸吮着战斗员们的阴茎。,Akiho sucked the soldiers' cocks like an animal begging for food from a tube.,아키호는 튜브에서 음식을 조르는 동물처럼 전투원들의 자지를 빤다
,,,,,,,,,,
Akiho.Fallen3-33,戦闘員,「ははっ、毎日のエサやりもだいぶ慣れてきたな」,"「Haha, I'm getting used to feeding them every day.」",「哈哈，每天的餵食也漸漸熟悉了呢」,「哈哈，每天的喂食也渐渐熟悉了呢」,「ははっ、毎日のエサやりもだいぶ慣れてきたな」,「哈哈哈，每天餵食的工作也越來越熟練了呢。」,「哈哈哈，每天喂食的工作也越来越熟练了呢。」,"""Haha, daily feeding time has gotten pretty routine, hasn't it?""","「하하, 매일의 먹이 주기도 꽤 익숙해졌네」"
,,,,,,,,,,
Akiho.Fallen3-34,,「俺達がコイツの乳を搾るのが上手くなったみたいに、コイツもフェラが上達したってわけだな」,"「Just as we've gotten better at milking him, he's gotten better at sucking our cock.」",「我們擅長擠她的乳房，她也似乎在口交上有所進步呢」,「我们擅长挤她的乳房，她也似乎在口交上有所进步呢」,「俺達がコイツの乳を搾るのが上手くなったみたいに、コイツもフェラが上達したってわけだな」,「就像我們擠她的奶越來越熟練一樣，她口交的技術也進步了啊。」,「就像我们挤她的奶越来越熟练一样，她口交的技术也进步了啊。」,"""Just like we got better at milking her tits, she's also gotten better at giving blowjobs.""","「우리가 이 녀석 젖 짜는 데 능숙해진 것처럼, 이 녀석도 펠라가 능숙해졌다는 거지」"
,,,,,,,,,,
Akiho.Fallen3-35,明穂,「じゅぷっ♥、はいっ♥、おチンポミルクおいしすぎてっ！♥、ぐぷっ♥、おちんちんしゃぶるの上手くなっちゃいました♥♥」,「I'm so delicious cock milk! I'm getting so good at sucking cock!」,「啾♥、好了♥、陽具牛奶太好吃了！♥、咕♥、舔陽具的技巧變得更好了♥♥」,「啾♥、好了♥、阳具牛奶太好吃了！♥、咕♥、舔阳具的技巧变得更好了♥♥」,「じゅぷっ♥、はいっ♥、おチンポミルクおいしすぎてっ！♥、ぐぷっ♥、おちんちんしゃぶるの上手くなっちゃいました♥♥」,「啾噗♥，是的！♥，陰莖奶太美味了！♥，咕噗♥，我吸吮陰莖的技術就變好了♥♥！」,「啾噗♥，是的！♥，阴茎奶太美味了！♥，咕噗♥，我吸吮阴茎的技术就变好了♥♥！」,"""Slurp♥ Yes♥ Cock milk is so delicious!♥ Gulp♥ I've gotten so good at sucking dick♥♥""","「쥬풋♥, 네♥, 자지 밀크 너무 맛있어서!♥, 그풋♥, 자지 빠는 거 능숙해져 버렸어요♥♥」"
,,,,,,,,,,
Akiho.Fallen3-36,,「ははっ、ちょっと前までコイツが俺達を散々ボコボコにしやがった聖核戦姫だとはとても思えねえな！」,「I can't believe this is the Holy Core Battlemaiden who beat us to a pulp just a few minutes ago!」,「哈哈，這傢伙不久前還把我們聖核戰姬揍得落花流水，現在想都難以想像！」,「哈哈，这家伙不久前还把我们圣核战姬揍得落花流水，现在想都难以想像！」,「ははっ、ちょっと前までコイツが俺達を散々ボコボコにしやがった聖核戦姫だとはとても思えねえな！」,「哈哈哈，很難相信這傢伙不久前還是把我們揍得遍體鱗傷的聖核戰姬啊！」,「哈哈哈，很难相信这家伙不久前还是把我们揍得遍体鳞伤的圣核战姬啊！」,"""Haha, it's hard to believe this was the Holy Core Battlemaiden who used to beat the crap out of us not too long ago!""","「하하, 조금 전까지 이 녀석이 우리를 실컷 두들겨 팼던 성핵전희라고는 도저히 생각할 수 없네!」"
,,,,,,,,,,
Akiho.Fallen3-37,明穂,「ちゅぷっ♥、れろっ♥、じゅるるっ♥んん～～～っ♥」,「Ssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss.」,「啾♥、舔♥、吸啜啜♥嗯～～～♥」,「啾♥、舔♥、吸啜啜♥嗯～～～♥」,「ちゅぷっ♥、れろっ♥、じゅるるっ♥んん～～～っ♥」,「啾噗♥，咧囉♥，啾嚕嚕♥嗯嗯～～～♥！」,「啾噗♥，咧啰♥，啾噜噜♥嗯嗯～～～♥！」,"""Suck♥ Lick♥ Slurrrrp♥ Mmmm♥""","「츄풋♥, 레롯♥, 쥬르르릇♥응응~~~읏♥」"
,,,,,,,,,,
Akiho.Fallen3-38,,「ちゅぱっ♥、はいっ♥、聖核戦姫なんてやってた私がバカでしたぁ♥♥、六花が助けに来てももうどうでもいいっ♥」,"「I was so stupid to be the Holy Core Battlemaiden, I don't care if Rikka comes to save me or not.」",「啾啪♥、好了♥、原來我曾經扮演聖核戰姬真是太蠢了♥♥、就算六花來幫忙也已經無所謂了♥」,「啾啪♥、好了♥、原来我曾经扮演圣核战姬真是太蠢了♥♥、就算六花来帮忙也已经无所谓了♥」,「ちゅぱっ♥、はいっ♥、聖核戦姫なんてやってた私がバカでしたぁ♥♥、六花が助けに来てももうどうでもいいっ♥」,「啾帕♥，是的！♥，做聖核戰姬的我真是個笨蛋♥♥，六花來救我也無所謂了♥。」,「啾帕♥，是的！♥，做圣核战姬的我真是个笨蛋♥♥，六花来救我也无所谓了♥。」,"""Slurp♥ Yes♥ I was so stupid, being a Holy Core Battlemaiden♥♥ I don't care even if Rikka comes to rescue me♥""","「츄팟♥, 네♥, 성핵전희 따위 하던 제가 바보였어요♥♥, 릿카가 구하러 와도 이제 아무래도 좋아♥」"
,,,,,,,,,,
Akiho.Fallen3-39,,「おっぱい搾ってもらえてっ♥♥、じゅぷっ♥、おちんぽしゃぶり放題な今がっ♥、じゅぷっ♥、一番しあわせですっ♥♥」,「I'm getting my tits squeezed and I'm getting all the dick sucking I can do right now.」,「能擠奶給我真是太幸福了♥♥、啾♥、現在可以盡情吸吮陽具♥、啾♥、這是最幸福的時刻了♥♥」,「能挤奶给我真是太幸福了♥♥、啾♥、现在可以尽情吸吮阳具♥、啾♥、这是最幸福的时刻了♥♥」,「おっぱい搾ってもらえてっ♥♥、じゅぷっ♥、おちんぽしゃぶり放題な今がっ♥、じゅぷっ♥、一番しあわせですっ♥♥」,「能夠被擠奶♥♥，啾噗♥，陰莖可以隨便吸的現在♥，啾噗♥，是最幸福的♥♥！」,「能够被挤奶♥♥，啾噗♥，阴茎可以随便吸的现在♥，啾噗♥，是最幸福的♥♥！」,"""Getting my tits milked♥♥ Slurp♥ and being able to suck cock as much as I want♥ Slurp♥ makes me the happiest♥♥""","「가슴 짜이고♥♥, 쥬풋♥, 자지 빨기 무제한인 지금이♥, 쥬풋♥, 가장 행복해요♥♥」"
,,,,,,,,,,
Akiho.Fallen3-40,戦闘員,「ははっ、それは良かったな。バカみたいなフェラ顔して必死にチンポしゃぶってると説得力がちがうぜ！」,"「'Haha, that's good to hear. You're a lot more convincing when you're desperately sucking cock with that stupid blowjob face!」",「哈哈，那真是太好了。傻傻的表情拼命地舔陽具，說服力完全不同啊！」,「哈哈，那真是太好了。傻傻的表情拼命地舔阳具，说服力完全不同啊！」,「ははっ、それは良かったな。バカみたいなフェラ顔して必死にチンポしゃぶってると説得力がちがうぜ！」,「哈哈哈，那就好。妳一臉笨蛋樣拼命吸陰莖時，話語的說服力可不一樣呢！」,「哈哈哈，那就好。妳一脸笨蛋样拼命吸阴茎时，话语的说服力可不一样呢！」,"""Haha, that's great to hear. When you make that stupid blowjob face and desperately suck cock, it's really convincing!""","「하하, 그거 잘됐네. 바보 같은 펠라 얼굴 하고 필사적으로 자지 빠는 걸 보면 설득력이 다르지!」"
,,,,,,,,,,
Akiho.Fallen3-41,明穂,「じゅぷっ♥、えへぇ♥、私の家畜フェラで気持ちよくなってくれてうれしいですっ♥♥」,「I'm so glad that you feel so good with my livestock sucking.」,「啾♥、嘿嘿♥、你能因為我的家畜般的口交感到愉快，我很高興♥♥」,「啾♥、嘿嘿♥、你能因为我的家畜般的口交感到愉快，我很高兴♥♥」,「じゅぷっ♥、えへぇ♥、私の家畜フェラで気持ちよくなってくれてうれしいですっ♥♥」,「啾噗♥，欸嘿♥，看到我的家畜口交能讓你們感到舒服，我很高興♥♥！」,「啾噗♥，欸嘿♥，看到我的家畜口交能让你们感到舒服，我很高兴♥♥！」,"""Slurp♥ Ehehe♥ I'm so happy my animal-style blowjobs make you feel good♥♥""","「쥬풋♥, 에헤♥, 제 가축 펠라로 기분 좋아해 주셔서 기뻐요♥♥」"
,,,,,,,,,,
Akiho.Fallen3-42,戦闘員,「おらっ、そろそろ出してやるからもっと激しくしゃぶれっ！」,"「'Ora, I'm about to let you out, so suck me harder!」",「喂，我快要讓你射出來了，再用力地吸吧！」,「喂，我快要让你射出来了，再用力地吸吧！」,「おらっ、そろそろ出してやるからもっと激しくしゃぶれっ！」,「來！差不多要射了，吸得再猛烈一點！」,「来！差不多要射了，吸得再猛烈一点！」,"""Come on! I'm about to cum, so suck harder!""","「자!, 슬슬 싸줄 테니 더 격렬하게 빨아!」"
,,,,,,,,,,
Akiho.Fallen3-43,,そう言われると明穂はさらに激しく舌を動かしながら戦闘員たちのちんぽに激しく奉仕する,"When she is told this, Akiho serves the combatants' cocks hard, moving her tongue even harder.",被這麼說，明穗更加努力地舔動舌頭，為戰鬥員們的陽具奉獻奉仕。,被这么说，明穗更加努力地舔动舌头，为战斗员们的阳具奉献奉仕。,そう言われると明穂はさらに激しく舌を動かしながら戦闘員たちのちんぽに激しく奉仕する,一聽這話，明穗舌頭動得更厲害，更加熱切地侍奉著戰鬥員們的陰莖。,一听这话，明穗舌头动得更厉害，更加热切地侍奉着战斗员们的阴茎。,"As soon as the soldier said that, Akiho moved her tongue even more intensely while servicing the soldiers' cocks with fierce devotion.",그렇게 말하자 아키호는 더욱 격렬하게 혀를 움직이며 전투원들의 자지에 격렬하게 봉사한다
,,,,,,,,,,
Akiho.Fallen3-44,明穂,「じゅぷっ♥、じゅぷっ♥じゅぷっ♥、じゅるるっ♥、ずぞぞっ♥」,"「Juppu♥, juppu♥, juppu♥, juppu♥, juppu♥, zuzu♥.」",「啾♥、啾♥啾♥、啾啾啾♥、啾啾啾♥」,「啾♥、啾♥啾♥、啾啾啾♥、啾啾啾♥」,「じゅぷっ♥、じゅぷっ♥じゅぷっ♥、じゅるるっ♥、ずぞぞっ♥」,「啾噗♥，啾噗♥，啾噗♥，啾嚕嚕♥，滋唆唆♥！」,「啾噗♥，啾噗♥，啾噗♥，啾噜噜♥，滋唆唆♥！」,"""Slurp♥ Slurp♥ Slurp♥ Slurrr♥ Slurrrp♥""","「쥬풋♥, 쥬풋♥쥬풋♥, 쥬르르릇♥, 즈조좃♥」"
,,,,,,,,,,
