Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,Korean_Steam,English_Steam,Simplified Chinese_Steam
Dialog.Chapter5-2-56,エレナ,「すべては私の意思です。……私は今ここで、――――貴女を討ちます」,「すべては私の意思です。……私は今ここで、――――貴女を討ちます」,「這一切都是我自己的意志。……我現在就要在這裡――――親手把妳打倒。」,"""It is all my will. ...... I will avenge you here and now ――――.""","「모든 것은 제 의지입니다. ……저는 지금 여기서, ――――당신을 칩니다」","""This is entirely my will. I will... strike you down here and now.""",「这一切都是我自己的意志。……我现在就要在这里――――亲手把你打倒。」
Chapter 5-3,注釈,,,,,,,
Dialog.Chapter5-3-1,那由多(制服),「…………エレナ…？自分が何をしているのか分かっているのですか？」,「…………エレナ…？自分が何をしているのか分かっているのですか？」,「…………艾蓮娜……？妳知道自己現在在做什麼嗎？」,"""............ Erena...? Do you know what you are doing?""",「…………엘레나…? 자신이 뭘 하고 있는지 알고 있는 겁니까?」,"""...Elena? Do you understand what you're doing?""",「…………艾莲娜……？你知道自己现在在做什么吗？」
,,,,,,,,
Dialog.Chapter5-3-2,エレナ,「すべては私の意思です。……私は今ここで、――――貴女を討ちます」,「すべては私の意思です。……私は今ここで、――――貴女を討ちます」,「這一切都是我自己的意志。……我現在就要在這裡――――親手把妳打倒。」,"""It is all my will. ...... I will avenge you here and now ――――.""","「모든 것은 제 의지입니다. ……저는 지금 여기서, ――――당신을 칩니다」","""This is entirely my will. I will... strike you down here and now.""",「这一切都是我自己的意志。……我现在就要在这里――――亲手把你打倒。」
,,,,,,,,
Dialog.Chapter5-3-3,,エレナの体から赤色のオーラが沸き上がり、赤黒いスーツが身に纏わられる,エレナの体から赤色のオーラが沸き上がり、赤黒いスーツが身に纏わられる,艾蓮娜全身湧出赤紅色的氣息，赤黑色的戰鬥服纏繞著她的身軀。,Erena's body is covered with a red aura and a reddish―black suit.,"엘레나의 몸에서 붉은 오라가 뿜어져 나오며, 검붉은 슈트가 몸에 감싸인다",A red aura welled up from Elena's body as a crimson-black suit wrapped around her.,艾莲娜全身涌出赤红色的气息，赤黑色的战斗服缠绕着她的身躯。
,,,,,,,,
Dialog.Chapter5-3-4,エレナ,「変身完了…ふう、まだこの変身は慣れませんね」,「変身完了…ふう、まだこの変身は慣れませんね」,「變身完畢……呼，這種變身還是有點不太習慣呢。」,"""Transformation complete....phew, I still can't get used to this transformation.""","「변신 완료… 후우, 아직 이 변신은 익숙하지 않군요」","""Transformation complete... Phew, I'm still not used to this transformation.""",「变身完毕……呼，这种变身还是有点不太习惯呢。」
,,,,,,,,
Dialog.Chapter5-3-5,那由多,「………エレナ、今ならまだ許します。馬鹿な真似は辞めて司令部に戻りなさい」,「………エレナ、今ならまだ許します。馬鹿な真似は辞めてレギオンに戻りなさい」,「………艾蓮娜，現在回頭還來得及。別再做這種蠢事了，乖乖回軍團來。」,"""......... Erena, I can still forgive you now. Quit your foolishness and return to the academy.""","「………엘레나, 지금이라면 아직 용서합니다. 어리석은 짓은 그만두고 레기온으로 돌아오십시오」","""Elena, I'll still forgive you now. Stop this foolishness and return to the Legion.""",「………艾莲娜，现在回头还来得及。别再做这种蠢事了，乖乖回军团来。」
,,,,,,,,
Dialog.Chapter5-3-6,,「……それとも本気で私と戦うつもりですか？」,「……それとも本気で私と戦うつもりですか？」,「……還是說，妳是認真打算跟我動真格的？」,"""...... or are you seriously going to fight me?""",「……아니면 진심으로 저와 싸울 생각입니까?」,"""...Or do you seriously intend to fight me?""",「……还是说，你是认真打算跟我动真格的？」
,,,,,,,,
Dialog.Chapter5-3-7,女生徒1,「！清藤エレナッ！いったい何のつもり！？」,「！清藤エレナッ！いったい何のつもり！？」,「！清藤艾蓮娜！妳到底想幹什麼！？」,"""! Seidō Erena! What the hell are you doing!""",「! 세이토 엘레나! 대체 무슨 짓이죠!?」,"""Elena Kiyofuji! What do you think you're doing?!""",「！清藤艾莲娜！你到底想干什么！？」
,,,,,,,,
Dialog.Chapter5-3-8,女生徒2,「那由多先輩に攻撃なんてッ！それにその恰好…！」,「那由多先輩に攻撃なんてッ！それにその恰好…！」,「竟然對那由多前輩出手！而且妳那身打扮是怎麼回事……！」,"""I can't believe you attacked Nayuta―senpai! And you're dressed like that...!""",「나유타 선배에게 공격이라니! 게다가 그 모습…!」,"""Attacking Nayuta! And that outfit...!""",「竟然对那由多前辈出手！而且你那身打扮是怎么回事……！」
,,,,,,,,
Dialog.Chapter5-3-9,女生徒3,「エレナ先輩目を覚ましてください！私達も戦いますっ！変身っ！」,「エレナ先輩目を覚ましてください！私達も戦いますっ！変身っ！」,「艾蓮娜前輩請妳清醒一點！我們也來加入戰鬥！變身！」,"""Erena-senpai, please wake up! We will fight too! Transform!""",「엘레나 선배 정신 차리세요! 저희도 싸우겠습니다! 변신!」,"""Elena, snap out of it! We'll fight too! Transform!""",「艾莲娜前辈请你清醒一点！我们也来加入战斗！变身！」
,,,,,,,,
Dialog.Chapter5-3-10,エレナ,「―――――あなた達に興味はありません」,「―――――あなた達に興味はありません」,「―――――我對妳們完全沒有興趣。」,"""――――― is not interested in any of you.""",「―――――당신들에게 흥미는 없습니다」,"""I have no interest in you.""",「―――――我对你们完全没有兴趣。」
,,,,,,,,
Dialog.Chapter5-3-11,女生徒,「―――！！！」,「―――！！！」,「―――！！！」,"""―――!!!!!!!!!!!!!!!!!!!!!!!!!!!!!""",「―――!!!」,"""—!!!""",「―――！！！」
,,,,,,,,
Dialog.Chapter5-3-12,那由多,「―――っ！いけませんっ、離れて―――――ッ」,「―――っ！いけませんっ、離れて―――――ッ」,「――不行！快退開――！！」,"""I can't..! Don't do it, get away from ―――――.""","「―――윽! 안됩니다, 떨어져―――――윽」","""—! No! Get away—!""",「――不行！快退开――！！」
,,,,,,,,
Dialog.Chapter5-3-13,,ザシュッ！,ザシュッ！,刷！,Zash!,자슉!,SLASH!,刷！
,,,,,,,,
Dialog.Chapter5-3-14,,エレナの矛の一太刀で三人の聖核戦姫が地面に崩れ落ちる,エレナの矛の一太刀で三人の聖核戦姫が地面に崩れ落ちる,艾蓮娜長矛一掃，三名聖核戰姬全都倒在地上。,Erena's single stroke of her contraption sends the three Seikaku Princesses crashing to the ground.,엘레나의 창 한 번 휘두름에 세 명의 성핵전희가 바닥에 쓰러진다,"With one strike of Elena's spear, the three Holy Core Battlemaidens collapse to the ground.",艾莲娜长矛一扫，三名圣核战姬全都倒在地上。
,,,,,,,,
Dialog.Chapter5-3-15,那由多,「…っ！変身、コード：オブシディアンッ！……話し合いの余地は無さそうですね。」,「…っ！変身、コード：オブシディアンッ！……話し合いの余地は無さそうですね。」,「……！變身，代號：黑曜！……看來我們已經沒有談的餘地了呢。」,"""...! Transformation, code: obsidianck! ...... seems there is no room for discussion.""","「…윽! 변신, 코드: 옵시디언! ……이야기할 여지는 없어 보이는군요.」","""...! Transform, Code: Obsidian! There doesn't seem to be room for discussion.""",「……！变身，代号：黑曜！……看来我们已经没有谈的余地了呢。」
,,,,,,,,
Dialog.Chapter5-3-16,エレナ,「ようやく私と戦う気になりましたか？あなたにしては判断が遅いですね」,「ようやく私と戦う気になりましたか？あなたにしては判断が遅いですね」,「終於有打算跟我認真戰鬥了嗎？以妳來說，判斷下得得有點晚呢。」,"""You are finally ready to fight me? You are slow to judge, even for you.""",「겨우 저와 싸울 마음이 생겼습니까? 당신치고는 판단이 늦군요」,"""Finally ready to fight me? Your judgment is slow, even for you.""",「终于有打算跟我认真战斗了吗？以你来说，判断下得得有点晚呢。」
,,,,,,,,
Dialog.Chapter5-3-17,那由多(変身),「……清藤エレナ。あなたの行動をレギオンに対する重大な反逆とみなします。」,「……清藤エレナ。あなたの行動をレギオンに対する重大な反逆とみなします。」,「……清藤艾蓮娜。妳的行為，將被視為對軍團的重大叛逆。」,"""...... Seidō Erena. We consider your actions to be a grave rebellion against the Seigetsu Student Council.""",「……세이토 엘레나. 당신의 행동을 레기온에 대한 중대한 반역으로 간주합니다.」,"""Elena Kiyofuji. I consider your actions to be serious treason against the Legion.""",「……清藤艾莲娜。你的行为，将被视为对军团的重大叛逆。」
,,,,,,,,
Dialog.Chapter5-3-18,暗転,「貴女と戦いたくはなかったですが…。慈悲があると思わないでください！」,「貴女と戦いたくはなかったですが…。慈悲があると思わないでください！」,「我本來並不想和妳交戰……別指望我會手下留情！」,"""I did not want to fight you, but.... Don't think I have mercy on you!""",「당신과 싸우고 싶지는 않았습니다만…. 자비가 있을 거라 생각하지 마십시오!」,"""I didn't want to fight you, but... don't expect any mercy!""",「我本来并不想和你交战……别指望我会手下留情！」
,エレナVS那由多,,,,,,,
Dialog.Chapter5-3-19,,ガキンッ！ガキィィッ！,ガキンッ！ガキィィッ！,鏘！鏘啷！,Gakikk! Gaki―iii!,카킹! 카킹!,CLANG! CLAANG!,锵！锵啷！
,,,,,,,,
Dialog.Chapter5-3-20,,ホールに金属が激しくぶつかり合う音が響く,ホールに金属が激しくぶつかり合う音が響く,金屬激烈撞擊的聲音在大廳中迴盪。,The sound of metal clashing violently echoes through the hall.,홀에 금속이 격렬하게 부딪히는 소리가 울린다,The sound of metal clashing violently echoed through the hall.,金属激烈撞击的声音在大厅中回荡。
,,,,,,,,
Dialog.Chapter5-3-21,エレナ,「―――どうしました？私の記憶では貴女はもっと強かったはずですが」,「―――どうしました？私の記憶では貴女はもっと強かったはずですが」,「――怎麼了？照我的記憶，妳應該比現在還要強得多才對。」,"""What's wrong? From what I remember, you were stronger than this.""",「―――어떻습니까? 제 기억으로는 당신은 더 강했을 텐데요」,"""What's wrong? From what I remember, you should be much stronger than this.""",「――怎么了？照我的记忆，你应该比现在还要强得多才对。」
,,,,,,,,
Dialog.Chapter5-3-22,那由多,(ぐっ、この膂力、かつてのエレナとは比べ物になりませんっ),(ぐっ、この膂力、かつてのエレナとは比べ物になりませんっ),（可惡，這股臂力，已經完全不是從前的艾蓮娜能比的了）,"(Gosh, this physical strength is nothing compared to the Erena of the past!)","(크윽, 이 완력, 예전의 엘레나와는 비교도 안 됩니다)","(Ugh, this physical strength... it's incomparable to Elena's previous power!)",（可恶，这股臂力，已经完全不是从前的艾莲娜能比的了）
,,,,,,,,
Dialog.Chapter5-3-23,那由多,「っ！、…貴女こそ本気で私に勝てると思っているのですかっ？」,「っ！、…貴女こそ本気で私に勝てると思っているのですかっ？」,「妳……難道真覺得自己打得贏我嗎？」,"""I'm not sure I can beat you! Do you really think you can beat me?""","「윽!, …당신이야말로 진심으로 저에게 이길 수 있다고 생각하는 겁니까?」","""...Do you seriously think you can beat me?!""",「你……难道真觉得自己打得赢我吗？」
,,,,,,,,
Dialog.Chapter5-3-24,,「それにっ、…プライドの高いあなたがこんなっ、一体財団に何をされたのですか？！」,「それにっ、…プライドの高いあなたがこんなっ、一体財団に何をされたのですか？！」,「而且……像妳這麼好勝的人竟然會變成這樣，財團到底對妳做了什麼？！」,"""And you, with all your pride, what in the world have you done to the Foundation?""","「게다가, …프라이드 높은 당신이 이런, 대체 재단에게 뭘 당한 겁니까?!」","""And with your pride... what exactly has the Foundation done to you?!""",「而且……像你这么好胜的人竟然会变成这样，财团到底对你做了什么？！」
,,,,,,,,
Dialog.Chapter5-3-25,エレナ,「……財団には愚かな私を洗脳して更なる力を頂きました。しかし――――これは私の意思です」,「……財団には愚かな私を教育して更なる力を頂きました。しかし――――これは私の意思です」,「……財團教育了愚蠢的我，並賜予我更強大的力量。不過――這一切都是出自我自己的意志。」,"""The ...... Foundation has given me further power by brainwashing me out of my foolishness. But ―――― this is my will.""",「……재단에게는 어리석은 저를 교육하여 더 큰 힘을 받았습니다. 하지만――――이것은 제 의지입니다」,"""The Foundation re-educated foolish me and granted me greater power. But—this is my will.""",「……财团教育了愚蠢的我，并赐予我更强大的力量。不过――这一切都是出自我自己的意志。」
,,,,,,,,
Dialog.Chapter5-3-26,那由多,「……っ、いったい何のためにそんな事を！これ以上力を求めて何の意味があるのですかっ！？」,「……っ、いったい何のためにそんな事を！これ以上力を求めて何の意味があるのですかっ！？」,「……到底是為了什麼才做到這種地步！再去追求力量又有什麼意義！？」,"""I said to myself, ""......, what in the world is the point of that? What's the point of asking for more power?""","「……윽, 대체 무엇 때문에 그런 짓을! 이 이상 힘을 추구하여 무슨 의미가 있는 겁니까!?」","""...Why would you do such a thing?! What's the point of seeking even more power?!""",「……到底是为了什么才做到这种地步！再去追求力量又有什么意义！？」
,,,,,,,,
Dialog.Chapter5-3-27,エレナ,「……ここで私が貴女を倒せばホーリーコア・レギオンは崩壊します。統制を失った聖核戦姫は全て財団の管理下に置かれるでしょう」,「……ここで私が貴女を倒せばホーリーコア・レギオンは崩壊します。統制を失った聖核戦姫は全て財団の管理下に置かれるでしょう」,「……只要我在這裡打倒妳，聖核軍團就會崩潰。失去統制的聖核戰姫，最後全都會被納入財團的管理之下。」,"""If I defeat you here at ......, the Seigetsu Student Council will collapse. All the Seikaku Princesses who have lost control will be placed under the control of the Foundation.""",「……여기서 제가 당신을 쓰러뜨리면 홀리코어 레기온은 붕괴합니다. 통제를 잃은 성핵전희는 전부 재단의 관리 하에 놓이게 되겠죠」,"""If I defeat you here, the Holy Core Legion will collapse. All the Holy Core Battlemaidens who lose their leadership will be placed under the Foundation's control.""",「……只要我在这里打倒你，圣核军团就会崩溃。失去统制的圣核战姫，最后全都会被纳入财团的管理之下。」
,,,,,,,,
Dialog.Chapter5-3-28,那由多,「なにを馬鹿なことを！特別な力を持った聖核戦姫のあの子たちを守るのが力ある私達の使命でしょう！？」,「なにを馬鹿なことを！特別な力を持った聖核戦姫たちを守るのが力ある私達の使命でしょう！？」,「別說這種蠢話！守護擁有特殊力量的聖核戰姫們，才是我們這些擁有力量之人的使命吧！？」,"""What nonsense! It's our mission to protect those kids in the academy!""",「무슨 어리석은 소리를! 특별한 힘을 가진 성핵전희들을 지키는 것이 힘 있는 저희의 사명 아닙니까!?」,"""What nonsense! Our mission as the powerful ones is to protect the Holy Core Battlemaidens with special powers!""",「别说这种蠢话！守护拥有特殊力量的圣核战姫们，才是我们这些拥有力量之人的使命吧！？」
,,,,,,,,
Dialog.Chapter5-3-29,エレナ,「ええ、ですが考えてもみてください。私や貴女のような未熟な者がこれだけ強大な力を持っているのがどれだけ危険な事か」,「ええ、ですが考えてもみてください。私や貴女のような一個人がこれだけ強大な力を持っているのがどれだけ危険な事か」,「沒錯，不過妳也想一想，像我和妳這樣的個體，卻握有如此龐大的力量，本身就是極度危險的事。」,"""Yes, but think about it. How dangerous it is for someone as inexperienced as you and I to be so powerful.""","「네, 하지만 생각해보십시오. 저나 당신 같은 개인이 이렇게 강대한 힘을 가지고 있는 것이 얼마나 위험한 일인지」","""Yes, but think about it. How dangerous it is for individuals like you and me to possess such immense power?""",「没错，不过你也想一想，像我和你这样的个体，却握有如此庞大的力量，本身就是极度危险的事。」
,,,,,,,,
Dialog.Chapter5-3-30,那由多,「っ！、だから聖核戦姫は多くの大人から狙われます。だからこそ、そんな私達を守れるのは私達自身でしかないっ！」,「っ！、だから聖核戦姫は多くの悪意ある組織から狙われます。だからこそ、そんな私達を守れるのは私達自身でしかないっ！」,「……！正因為如此，聖核戰姫才會被那麼多心懷不軌的組織盯上。所以能守護我們這種存在的，就只有我們自己！」,"""I'm not sure I want to be a part of this! That's why the Seikaku Princess is targeted by many adults. That is why we are the only ones who can protect us!""","「윽!, 그래서 성핵전희는 많은 악의적인 조직에게 노려집니다. 그렇기 때문에, 그런 우리를 지킬 수 있는 것은 우리 자신뿐!」","""That's exactly why Holy Core Battlemaidens are targeted by many malicious organizations! That's why only we ourselves can protect us!""",「……！正因为如此，圣核战姫才会被那么多心怀不轨的组织盯上。所以能守护我们这种存在的，就只有我们自己！」
,,,,,,,,
Dialog.Chapter5-3-31,エレナ,「確かに私達は現在自分自身で戦って身の安全を守っています。しかしそんなことがいつまで続くでしょう？」,「確かに私達は現在自分自身で戦って身の安全を守っています。しかしそんなことがいつまで続くでしょう？」,「現在的確是由我們親自戰鬥，才能勉強保住自己的安全。但這種狀態，能維持到什麼時候呢？」,"""We are fighting for our own safety now, but how long can that last? But how long can that last?""",「확실히 저희는 현재 스스로 싸워서 신변의 안전을 지키고 있습니다. 하지만 그런 일이 언제까지 계속될까요?」,"""True, we're currently fighting and protecting our own safety. But how long can that continue?""",「现在的确是由我们亲自战斗，才能勉强保住自己的安全。但这种状态，能维持到什么时候呢？」
,,,,,,,,
Dialog.Chapter5-3-32,,「財団に囚われてわかりました。力だけでは勝てない存在がいると」,「財団に囚われてわかりました。力だけでは勝てない存在がいると」,「我在被財團囚禁之後才明白，有些存在是光靠力量根本贏不了的。」,"""I found out when I was trapped in the Foundation. I realized that there are beings who cannot be defeated by force alone.""",「재단에 붙잡혀서 알았습니다. 힘만으로는 이길 수 없는 존재가 있다고」,"""Being captured by the Foundation made me understand—there are beings that can't be defeated by strength alone.""",「我在被财团囚禁之后才明白，有些存在是光靠力量根本赢不了的。」
,,,,,,,,
Dialog.Chapter5-3-33,,「聖核戦姫の力は私達の手に余ります。財団のような真に力のある組織に適切に管理された方が健全でしょう」,「聖核戦姫の力は私達の手に余ります。財団のような真に力のある組織に適切に管理された方が健全でしょう」,「聖核戰姫的力量，已經超出我們自己能掌控的範圍。交給像財團那種真正強大的組織來妥善管理，反而才是比較健全的形態。」,"""The power of the Seikaku is beyond our control. It would be healthier if it were properly managed by a truly powerful organization like the Foundation.""",「성핵전희의 힘은 저희 손에 벅찹니다. 재단 같은 진정으로 힘 있는 조직에게 적절히 관리되는 편이 건전하겠죠」,"""The power of Holy Core Battlemaidens is beyond our control. It would be healthier if properly managed by a truly powerful organization like the Foundation.""",「圣核战姫的力量，已经超出我们自己能掌控的范围。交给像财团那种真正强大的组织来妥善管理，反而才是比较健全的形态。」
,,,,,,,,
Dialog.Chapter5-3-34,那由多,「……っ！何を訳のわからないことをっ！そんな世界を受け入れられるわけがないでしょう！目を覚ましなさい！」,「……っ！何を訳のわからないことをっ！そんな世界を受け入れられるわけがないでしょう！目を覚ましなさい！」,「……！妳在胡說什麼鬼話！那樣的世界我絕對無法接受！給我清醒一點！」,"""I'll tell you what... ""......! What nonsense! How can you accept such a world? Wake up!""",「……윽! 무슨 말도 안 되는 소리를! 그런 세계를 받아들일 수 있을 리 없지 않습니까! 정신 차리십시오!」,"""...! What nonsense are you spouting?! There's no way I could accept such a world! Wake up!""",「……！你在胡说什么鬼话！那样的世界我绝对无法接受！给我清醒一点！」
,,,,,,,,
Dialog.Chapter5-3-35,エレナ,「…そして那由多、あなたに対してです」,「…そして那由多、あなたに対してです」,「……還有，那由多，這段話是對妳說的。」,"""...and to you, Nayuta.""","「…그리고 나유타, 당신에 대해서입니다」","""And Nayuta, this is about you.""",「……还有，那由多，这段话是对你说的。」
,,,,,,,,
Dialog.Chapter5-3-36,那由多,「っ！、いまさら何をっ？」,「っ！、いまさら何をっ？」,「！到這個節骨眼妳還想說什麼？」,"""What? What are you doing now?""","「윽!, 이제 와서 뭘?」","""...! What are you talking about now?!""",「！到这个节骨眼你还想说什么？」
,,,,,,,,
Dialog.Chapter5-3-37,エレナ,「私に面倒な業務ばかり押し付けてっ！、自分は海外に行ったきり帰ってこない！」,「私に面倒な業務ばかり押し付けてっ！、自分は海外に行ったきり帰ってこない！」,「老是把麻煩的業務全部丟給我！自己飛去海外就不回來！」,"""He said, ""You keep putting me through all this trouble, and then you go overseas and never come back! You go overseas and never come back!""","「저에게 귀찮은 업무만 떠넘기고!, 자신은 해외에 간 채 돌아오지 않고!」","""You always dumped all the troublesome work on me! You went overseas and never came back!""",「老是把麻烦的业务全部丢给我！自己飞去海外就不回来！」
,,,,,,,,
Dialog.Chapter5-3-38,那由多,「なっ…私も遊んでいたわけではないのですがっ！確かに会長の仕事は多忙でしたが…」,「なっ…私も遊んでいたわけではないのですがっ！確かに総司令の仕事は多忙でしたが…」,「什……我也不是在那邊玩樂啊！總司令的工作確實很忙沒錯，但是……！」,"""I was not playing around either! It's true that I was very busy as student council president, but...""",「뭣… 저도 놀고 있었던 것은 아닙니다만! 확실히 총사령관의 일은 다망했지만…」,"""I... I wasn't just playing around! The Commander's work was certainly busy, but...""",「什……我也不是在那边玩乐啊！总司令的工作确实很忙没错，但是……！」
,,,,,,,,
Dialog.Chapter5-3-39,エレナ,「私ももっと戦いたかったのに！つまらない書類仕事ばかり！」,「私ももっと戦いたかったのに！つまらない書類仕事ばかり！」,「我明明也想多上戰場的！結果每天都在做那些無聊的公文！」,"""'I wanted to fight more too! All that boring paperwork!""",「저도 더 싸우고 싶었는데! 재미없는 서류 작업만!」,"""I wanted to fight more too! But I was dealing with nothing but boring paperwork!""",「我明明也想多上战场的！结果每天都在做那些无聊的公文！」
,,,,,,,,
Dialog.Chapter5-3-40,那由多,「っ、私の方が強いのですから私が戦闘任務をするのは当然です！」,「っ、私の方が強いのですから私が戦闘任務をするのは当然です！」,「……因為我比較強，由我負責戰鬥任務是理所當然的！」,"""I'm stronger than you, so it's only natural that I should be the one doing the combat duty!""","「윽, 제가 더 강하니까 제가 전투 임무를 하는 것은 당연합니다!」","""Since I'm stronger, it's natural that I take on combat missions!""",「……因为我比较强，由我负责战斗任务是理所当然的！」
,,,,,,,,
Dialog.Chapter5-3-41,エレナ,「―――そして同い年なのにあなたはいつも私の上を行って！比べられる私の気持ちを考えたことありますかっ！？」,「―――そして同い年なのにあなたはいつも私の上を行って！比べられる私の気持ちを考えたことありますかっ！？」,「――而且我們明明同歲，妳卻總是走在我前面！有想過被拿來比較的我的心情嗎！？」,"""And you always go above me, even though we're the same age! Have you ever considered how I feel being compared to you!""",「―――그리고 동갑인데 당신은 언제나 저보다 앞서가고! 비교당하는 제 기분을 생각해 본 적 있습니까!?」,"""And even though we're the same age, you're always ahead of me! Have you ever considered how it feels to constantly be compared?!""",「――而且我们明明同岁，你却总是走在我前面！有想过被拿来比较的我的心情吗！？」
,,,,,,,,
Dialog.Chapter5-3-42,那由多,「――っ、それは貴女の問題でしょうっ！」,「――っ、それは貴女の問題でしょうっ！」,「――那是妳自己的問題吧！」,"""That's your problem!""","「――윽, 그건 당신의 문제겠죠!」","""That's your problem!""",「――那是你自己的问题吧！」
,,,,,,,,
Dialog.Chapter5-3-43,那由多,(まずいですね…思ったよりもエレナの火力が高いです、速く戦いを終わらせないと…！),(まずいですね…思ったよりもエレナの火力が高いです、速く戦いを終わらせないと…！),（不妙呢……艾蓮娜的火力比想像中還高，得趕快結束這場戰鬥才行……！）,"(Not good... Erena's firepower is higher than I thought, we have to finish the fight fast...!)","(위험하군요… 생각보다 엘레나의 화력이 높습니다, 빨리 싸움을 끝내지 않으면…!)",(This is bad... Elena is more powerful than I thought. I need to end this fight quickly...!),（不妙呢……艾莲娜的火力比想像中还高，得赶快结束这场战斗才行……！）
,,,,,,,,
Dialog.Chapter5-3-44,,「……わかりましたっ、今後のことは二人でよく話し合いましょう。戦いを辞めてレギオンに戻って―――――」,「……わかりましたっ、今後のことは二人でよく話し合いましょう。戦いを辞めてレギオンに戻って―――――」,「……我明白了，今後的事情，我們兩個好好談談就行。先停手，跟我一起回軍團――――」,"""I understand,......, let's discuss the future between us. Quit the fight and go back to the academy ―――――.""","「……알겠습니다, 앞으로의 일은 둘이서 잘 이야기합시다. 싸움을 그만두고 레기온으로 돌아와―――――」","""...I understand! Let's discuss the future together. Stop fighting and return to the Legion—""",「……我明白了，今后的事情，我们两个好好谈谈就行。先停手，跟我一起回军团――――」
,,,,,,,,
Dialog.Chapter5-3-45,エレナ,「……今更何を言っているのですか？私はもうレギオンに戻るつもりなどありません」,「……今更何を言っているのですか？私はもうレギオンに戻るつもりなどありません」,「……妳現在還在說什麼呢？我已經不打算回軍團了。」,"""......What are you saying now? I have no intention of returning to the academy.""",「……이제 와서 무슨 말을 하는 겁니까? 저는 이제 레기온으로 돌아갈 생각 따위 없습니다」,"""What are you talking about? I have no intention of returning to the Legion anymore.""",「……你现在还在说什么呢？我已经不打算回军团了。」
,,,,,,,,
Dialog.Chapter5-3-46,,職員だと思っていた人々が次々に戦闘員の姿に変わっていく,職員だと思っていた人々が次々に戦闘員の姿に変わっていく,原本以為只是一般職員的人們，一個接一個變回戰鬥員的模樣。,"One by one, people who thought they were staff members are transformed into combatants.",직원이라고 생각했던 사람들이 차례차례 전투원의 모습으로 변해간다,The people she thought were staff members transformed one after another into soldiers.,原本以为只是一般职员的人们，一个接一个变回战斗员的模样。
,,,,,,,,
Dialog.Chapter5-3-47,那由多,「なっ！？、あなた達っ！？」,「なっ！？、あなた達っ！？」,「什麼！？你們這些傢伙……！」,"""What? You guys?""","「뭣!?, 당신들!」","""What?! You...?!""",「什么！？你们这些家伙……！」
,,,,,,,,
Dialog.Chapter5-3-48,エレナ,「那由多、貴女はここで私に負けるのです」,「那由多、貴女はここで私に負けるのです」,「那由多，妳將會在這裡輸給我。」,"""Nayuta, you are losing to me here.""","「나유타, 당신은 여기서 저에게 패배하는 겁니다」","""I am going to defeat you here, Nayuta.""",「那由多，你将会在这里输给我。」
,,,,,,,,
Dialog.Chapter5-3-49,那由多,「――――迷っている場合ではありませんね。聖核エネルギー全開ッ！“雷神之相”！」,「――――迷っている場合ではありませんね。聖核エネルギー全開ッ！“雷神之相”！」,「――――看來現在不是猶豫的時候了。聖核能量全開！「雷神之相」！」,"""―――― is not the time to get lost. The Seikaku energy is in full swing! ""Thunder God phase!""",「――――망설일 때가 아니군요. 성핵 에너지 전개! “뇌신지상”!」,"""This is no time for hesitation. Full Holy Core Energy! Thunderous Avatar!""",「――――看来现在不是犹豫的时候了。圣核能量全开！「雷神之相」！」
,,,,,,,,
Dialog.Chapter5-3-50,,「雑兵がどれだけいようと関係ありません。私は最強の聖核戦姫です。まとめてかかってきなさい！」,「雑兵がどれだけいようと関係ありません。私は最強の聖核戦姫です。まとめてかかってきなさい！」,「雜魚來多少都沒有什麼差別。我可是最強的聖核戰姫。你們全部一起上吧！」,"""I don't care how many small fry there are. I am the most powerful Seikaku Princess. Get it together and come at me!""",「잡병이 아무리 있어도 관계없습니다. 저는 최강의 성핵전희입니다. 한꺼번에 덤비십시오!」,"""It doesn't matter how many foot soldiers there are. I am the strongest Holy Core Battlemaiden. Come at me all at once!""",「杂鱼来多少都没有什么差别。我可是最强的圣核战姫。你们全部一起上吧！」
,,,,,,,,
,,戦闘開始,戦闘開始,戰鬥開始,戦闘開始,전투 시작,Combat Starts,战斗开始
,,,,,,,,
,,戦闘終了,戦闘終了,戰鬥結束,戦闘終了,전투 종료,Combat Ends,战斗结束
,セントラルタワー,,,,,,,
Dialog.Chapter5-3-51,那由多,「ハアッ、ハァ、いい加減に諦めなさい！あなたが私に勝てるわけがないでしょう！」,「ハアッ、ハァ、いい加減に諦めなさい！あなたが私に勝てるわけがないでしょう！」,「哈啊、哈啊，差不多死心吧！妳是不可能打贏我的！」,"""'Hah, hah, give it up for good! There is no way you can beat me!""","「하앗, 하아, 적당히 포기하십시오! 당신이 저에게 이길 수 있을 리 없지 않습니까!」","""Huff, huff... Just give up already! There's no way you can beat me!""",「哈啊、哈啊，差不多死心吧！你是不可能打赢我的！」
,,,,,,,,
Dialog.Chapter5-3-52,エレナ,「ハア、ハアッ、那由多こそだいぶ息が上がっていますよッ？限界が近いんでしょ？！」,「ハア、ハアッ、那由多こそだいぶ息が上がっていますよッ？限界が近いんでしょ？！」,「哈啊、哈啊，那由多妳自己氣都喘成這樣了不是嗎？已經快到極限了對吧？！」,"""I'm sure you're breathing very hard, Nayuta. You must be near your limit!""","「하아, 하앗, 나유타야말로 상당히 숨이 차 있군요? 한계가 가까운 거죠?!」","""Huff, huff... You're the one who's quite out of breath, Nayuta! You're at the end of your rope, aren't you?""",「哈啊、哈啊，那由多你自己气都喘成这样了不是吗？已经快到极限了对吧？！」
