Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,Traditional Chinese,Simplified Chinese,English_Steam,Korean_Steam,Simplified Chinese_Steam
,,,,,,,,,,
Daiya.Debauchery1-17,那由多,「ふふふっ♥、おじょうずですよっ♥」,「ふふふっ♥、おじょうずですよっ♥」,「呵呵呵♥、舔得很棒喔♥」,,「呼呼呼♥、做得很好呢♥」,,"Fufufu♥, you're doing so well♥","「후후훗♥, 잘하네요♥」",「呵呵呵♥、舔得很棒喔♥」
,,,,,,,,,,
Daiya.Debauchery1-18,,「それと……今は私も貴女もご主人様のメスブタです…♥様などつけなくていいですよ♥」,「それと……今は私も貴女もご主人様のメスブタです…♥様などつけなくていいですよ♥」,「還有……現在我和妳都是主人的母豬…♥不用加上什麼大人了喔♥」,,「還有……現在我和妳都是主人的母豬…♥根本不需要稱呼『様』之類的♥」,,"Also... right now, both you and I are Master's pigs...♥ You don't need to use honorifics♥",「그리고…… 지금은 저도 당신도 주인님의 암퇘지입니다…♥ 님 따위 붙이지 않아도 돼요♥」,「还有……现在我和你都是主人的母猪…♥不用加上什么大人了喔♥」
,,,,,,,,,,
Daiya.Debauchery1-19,ダイヤ,「そ、それは…」,「そ、それは…」,「這、這是…」,,「那、那個是…」,,B-but that's...,"「그, 그것은…」",「这、这是…」
,,,,,,,,,,
Daiya.Debauchery1-20,那由多,「ふふっ♥、確かに私の方が貴女より圧倒的に階級が上ですが…ご主人様の前では等しくただの性処理奴隷ですから…♥」,「ふふっ♥、確かに私の方が貴女より圧倒的に階級が上ですが…ご主人様の前では等しくただの性処理奴隷ですから…♥」,「呵呵♥，我的階級確實是壓倒性地比妳高…但在主人面前，我們都只是平等的性處理奴隸…♥」,,「呼呼♥、確實我比妳擁有壓倒性的階級地位…但在主人面前，我們只是平等的性處理奴隸而已…♥」,,"Fufu♥, it's true that I'm overwhelmingly higher in rank than you... but before Master, we're equally just sex slaves...♥","「후훗♥, 확실히 제가 당신보다 압도적으로 계급이 위지만… 주인님 앞에서는 똑같이 단순한 성처리 노예니까요…♥」",「呵呵♥、我的阶级确实是压倒性地比你高…但在主人面前，我们都只是平等的性处理奴隶…♥」
,,,,,,,,,,
Daiya.Debauchery1-21,ダイヤ,「し、しかしっ…私のような犬が那由多様を呼び捨てにするなど…」,「し、しかしっ…私のような犬が那由多様を呼び捨てにするなど…」,「可、可是…像我這樣的狗，怎麼能對那由多大人直呼其名…」,,「但、但是…像我這樣的狗也能隨便叫那由多大人的名字嗎…」,,B-but... for a dog like me to address Lady Nayuta without honorifics...,"「하, 하지만… 저 같은 개가 나유타 님을 함부로 부르다니…」",「可、可是…像我这样的狗，怎么能对那由多大人直呼其名…」
,,,,,,,,,,
Daiya.Debauchery1-22,那由多,「そんな事全く気にしないのですが…しかしよく考えたらブタが人間のように名前を名乗るのも失礼ですね…」,「そんな事全く気にしないのですが…しかしよく考えたらブタが人間のように名前を名乗るのも失礼ですね…」,「我是完全不在意那種事…不過仔細想想，豬像人類一樣報上名字也挺失禮的呢…」,,「我完全不在意那種事情…不過仔細一想，豬像人類一樣自稱姓名也是失禮的呢…」,,"I don't mind that at all... but now that I think about it, it's rude for pigs to use human names...",「그런 건 전혀 신경 쓰지 않습니다만… 하지만 잘 생각해보니 돼지가 인간처럼 이름을 대는 것도 실례군요…」,「我是完全不在意那种事…不过仔细想想，猪像人类一样报上名字也挺失礼的呢…」
,,,,,,,,,,
Daiya.Debauchery1-23,,「ではこうしましょう！私はメスブタ1号で、あなたはメスブタ2号です♥」,「ではこうしましょう！私はメスブタ1号で、あなたはメスブタ2号です♥」,「那就這樣吧！我是母豬1號，妳是母豬2號♥」,,「那麼就這樣吧！我是母豬1號，你是母豬2號♥」,,"Let's do this then! I'm pig 1, and you're pig 2♥","「그럼 이렇게 하죠! 저는 암퇘지 1호이고, 당신은 암퇘지 2호입니다♥」",「那就这样吧！我是母猪1号，你是母猪2号♥」
,,,,,,,,,,
Daiya.Debauchery1-24,那由多,「これは命令という事でっ…♥さあメスブタ2号ちゃん？ご主人様にご奉仕しますよっ♥」,「これは命令という事でっ…♥さあメスブタ2号ちゃん？ご主人様にご奉仕しますよっ♥」,「這就當作是命令…♥來吧母豬2號？要開始服侍主人了喔♥」,,「這是命令…♥來吧，母豬2號小姐？要侍奉主人了喲♥」,,"This is an order...♥ Now, pig 2? Let's service Master♥",「이것은 명령이라는 것으로…♥ 자 암퇘지 2호쨩? 주인님께 봉사합니다♥」,「这就当作是命令…♥来吧母猪2号？要开始服侍主人了喔♥」
,,,,,,,,,,
Daiya.Debauchery1-25,ダイヤ,「ぶ、ブヒッ♥メスブタ1号様っ♥！私もご奉仕いたしますっ♥」,「ぶ、ブヒッ♥メスブタ1号様っ♥！私もご奉仕いたしますっ♥」,「噗、噗嘻♥母豬1號大人♥！我也要開始服侍了♥」,,「噗、噗噗♥母豬1號大人♥！我也將侍奉您的♥」,,O-oink♥ Pig 1♥! I'll service him too♥,"「부, 부힛♥ 암퇘지 1호님♥! 저도 봉사하겠습니다♥」",「噗、噗嘻♥母猪1号大人♥！我也要开始服侍了♥」
,,,,,,,,,,
Daiya.Debauchery1-26,,ちゅるるるっ、ズリッ！ズリッ！,ちゅるるるっ、ズリッ！ズリッ！,啾嚕嚕、嘶嚕！嘶嚕！,,嘟嘟嘟，滋！滋！,,"Slurp, stroke! Stroke!","츄르르르릇, 즈릿! 즈릿!",啾噜噜、嘶噜！嘶噜！
,,,,,,,,,,
Daiya.Debauchery1-27,ダイヤ,「はあっ♥、いかがですかっ…私のおっぱいっ…♥」,「はあっ♥、いかがですかっ…私のおっぱいっ…♥」,「哈啊♥，您覺得怎麼樣…我的胸部…♥」,,「呼♥，您覺得如何…我的胸部…♥」,,"Haa♥, how are they... my tits...♥","「하앗♥, 어떻습니까… 제 가슴…♥」",「哈啊♥、您觉得怎么样…我的胸部…♥」
,,,,,,,,,,
Daiya.Debauchery1-28,那由多,「ふふっ♥、可愛いですねッ♥、ずいぶんと大きくなったんじゃないですか♥？」,「ふふっ♥、可愛いですねッ♥、ずいぶんと大きくなったんじゃないですか♥？」,「呵呵♥，很可愛呢♥，是不是變大很多了呀♥？」,,「呼呼♥，好可愛呢♥，長大了許多呢♥？」,,"Fufu♥, how cute♥, haven't they gotten quite big♥?","「후훗♥, 귀엽네요♥, 상당히 커지지 않았습니까♥?」",「呵呵♥、很可爱呢♥、是不是变大很多了呀♥？」
,,,,,,,,,,
Daiya.Debauchery1-29,ダイヤ,「はいっ…♥ご主人様にご奉仕する中でっ♥、こんなに大きくなっちゃいましたぁ♥」,「はいっ…♥ご主人様にご奉仕する中でっ♥、こんなに大きくなっちゃいましたぁ♥」,「是的…♥在服侍主人的過程中♥，就變得這麼大了♥」,,「好的…♥在侍奉主人的過程中♥，變得這麼大了呢♥」,,"Yes...♥ While servicing Master♥, they've gotten this big♥","「네엣…♥ 주인님께 봉사하는 중에♥, 이렇게 커져버렸어요♥」",「是的…♥在服侍主人的过程中♥、就变得这么大了♥」
,,,,,,,,,,
Daiya.Debauchery1-30,那由多,「ふふっ♥、偉いですねっ♥、メスブタ2号ちゃん？まあ私もご主人様に可愛がられたおかげでこんなですが…♥」,「ふふっ♥、偉いですねっ♥、メスブタ2号ちゃん？まあ私もご主人様に可愛がられたおかげでこんなですが…♥」,「呵呵♥，真棒呢♥，母豬2號？不過我也是多虧了主人的疼愛才能變成這樣…♥」,,「呼呼♥，真了不起呢♥，母豬2號小姐？嘛，也多虧主人的疼愛，我才變成這樣呢…♥」,,"Fufu♥, you're such a good girl♥, pig 2? Well, mine are like this too thanks to Master's affection...♥","「후훗♥, 장하네요♥, 암퇘지 2호쨩? 뭐 저도 주인님께 귀여움 받은 덕분에 이렇지만…♥」",「呵呵♥、真棒呢♥、母猪2号？不过我也是多亏了主人的疼爱才能变成这样…♥」
,,,,,,,,,,
Daiya.Debauchery1-31,ダイヤ,「それなのにっ♥、私達のおっぱいから出てきちゃうご主人様の巨大おちんぽっ♥、かっこよすぎますっ♥」,「それなのにっ♥、私達のおっぱいから出てきちゃうご主人様の巨大おちんぽっ♥、かっこよすぎますっ♥」,「即使如此♥，主人的巨大雞巴從我們的胸部之間挺出來♥。真是太帥氣了♥」,,「儘管如此♥，從我們的胸部冒出來的主人的巨大陽具♥，實在太帥氣了♥」,,"Even so♥, Master's huge cock poking out from between our tits♥, it's too amazing♥","「그런데도♥, 저희 가슴에서 나오는 주인님의 거대 자지♥, 너무 멋있어요♥」",「即使如此♥、主人的巨大鸡巴从我们的胸部之间挺出来♥、真是太帅气了♥」
,,,,,,,,,,
Daiya.Debauchery1-32,那由多,「ブヒッ♥、そうですねっ…♥おちんぽ様の脈動が心臓に届いてっ♥、私もっ♥、勝手に発情してしまいますっ♥」,「ブヒッ♥、そうですねっ…♥おちんぽ様の脈動が心臓に届いてっ♥、私もっ♥、勝手に発情してしまいますっ♥」,「噗嘻♥，說的也是呢…♥雞巴大人的脈動傳到了心臟♥，我也♥、擅自開始發情了♥」,,「噗♥，是的呢…♥陽具大人的脈動傳達到心臟裡♥，我也♥，不由自主地發情了起來♥」,,"Oink♥, you're right...♥ The cock's pulsing reaches my heart♥, and I♥ can't help getting horny♥","「부힛♥, 그렇군요…♥ 자지님의 맥동이 심장에 닿아서♥, 저도♥, 멋대로 발정해버립니다♥」",「噗嘻♥、说的也是呢…♥鸡巴大人的脉动传到了心脏♥、我也♥、擅自开始发情了♥」
,,,,,,,,,,
Daiya.Debauchery1-33,,そして二匹のメスブタは怪人のチンポを唾液でまんべんなく濡らしていく,そして二匹のメスブタは怪人のチンポを唾液でまんべんなく濡らしていく,接著兩隻母豬用唾液將怪人的雞巴弄得溼答答的,,然後兩隻母豬用口水均勻地濕潤怪人的陰莖。,,And then the two pigs thoroughly coated the monster's cock with their spit,그리고 두 마리의 암퇘지는 괴인의 자지를 타액으로 골고루 적셔간다,接着两只母猪用唾液将怪人的鸡巴弄得湿答答的
,,,,,,,,,,
Daiya.Debauchery1-34,ダイヤ,「はあっ♥、はあっ♥、ちゅるるるっ♥」,「はあっ♥、はあっ♥、ちゅるるるっ♥」,「哈啊♥、哈啊♥、啾嚕嚕♥」,,「呼啊♥、呼啊♥、啾啾啾♥」,,"Haa♥, haa♥, slurrrp♥","「하앗♥, 하앗♥, 츄르르르릇♥」",「哈啊♥、哈啊♥、啾噜噜♥」
,,,,,,,,,,
Daiya.Debauchery1-35,那由多,「ちゅるっ♥はあっ♥、もう十分に濡れて…大きくなってますっ…♥」,「ちゅるっ♥はあっ♥、もう十分に濡れて…大きくなってますっ…♥」,「啾嚕♥哈啊♥、已經充分濕潤…變大了…♥」,,「啾啾♥呼啊♥，已經濕透了…變得更大了呢…♥」,,"Slurp♥ haa♥, it's already thoroughly wet... and so big...♥","「츄릇♥하앗♥, 이제 충분히 젖어서… 커졌어요…♥」",「啾噜♥哈啊♥、已经充分湿润…变大了…♥」
,,,,,,,,,,
Daiya.Debauchery1-36,ダイヤ,「はあっ♥、はあっ♥、ご主人様の…おちんぽっ♥！」,「はあっ♥、はあっ♥、ご主人様の…おちんぽっ♥！」,「哈啊♥、哈啊♥、主人的…雞巴♥！」,,「呼啊♥、呼啊♥、主人的…陽具♥！」,,"Haa♥, haa♥, Master's... cock♥!","「하앗♥, 하앗♥, 주인님의… 자지♥!」",「哈啊♥、哈啊♥、主人的…鸡巴♥！」
,,,,,,,,,,
Daiya.Debauchery1-37,怪人,「グフフッ…もういいだろうメスブタ共…、順番にハメてやる！」,「グフフッ…もういいだろうメスブタ共…、順番にハメてやる！」,「咕呼呼…已經夠了吧母豬們…，我一個一個來插妳們！」,,「咕噗噗…你們這些母豬們已經夠了…，輪流上！」,,"Gufufu... That's enough, pigs... I'll take you in turns!","「크흐흐… 이제 됐겠지 암퇘지들아…, 순서대로 박아주마!」",「咕呼呼…已经够了吧母猪们…，我一个一个来插你们！」
,,,,,,,,,,
Daiya.Debauchery1-38,ダイヤ,「っ♥ブヒッ！ご主人様ぁ♥！」,「っ♥ブヒッ！ご主人様ぁ♥！」,「♥噗嘻！主人♥！」,,「啾♥噗噗！主人啊♥！」,,♥ Oink! Master♥!,「윽♥ 부힛! 주인님아♥!」,「♥噗嘻！主人♥！」
,,,,,,,,,,
Daiya.Debauchery1-39,那由多,「はあっ♥、はあっ♥、お願いいたしますうっ♥」,「はあっ♥、はあっ♥、お願いいたしますうっ♥」,「哈啊♥、哈啊♥、拜託您了♥」,,「呼啊♥、呼啊♥、拜託了♥」,,"Haa♥, haa♥, please do♥","「하앗♥, 하앗♥, 부탁드립니다앗♥」",「哈啊♥、哈啊♥、拜托您了♥」
,,,,,,,,,,
,,,,,,,,,,
,Daiya&Nayuta 1-2,,,,,,,,,
Daiya.Debauchery1-40,ダイヤ,「はあっ♥、はあっ♥、はあっ♥……ゴクッ…♥」,「はあっ♥、はあっ♥、はあっ♥……ゴクッ…♥」,「哈啊♥、哈啊♥、哈啊♥……咕♥…」,,「呼啊♥、呼啊♥、呼啊♥……咕咕…♥」,,"Haa♥, haa♥, haa♥... gulp...♥","「하앗♥, 하앗♥, 하앗♥…… 꿀꺽…♥」",「哈啊♥、哈啊♥、哈啊♥……咕♥…」
,,,,,,,,,,
Daiya.Debauchery1-41,,「いつもはご主人様に使われるだけでしたがっ♥…今日は私がご奉仕しますうっ♥」,「いつもはご主人様に使われるだけでしたがっ♥…今日は私がご奉仕しますうっ♥」,「平常都只是被主人使用♥…今天就由我來服侍您吧♥」,,「雖然平常只是被主人使用而已♥…但今天我來服侍您了♥」,,Usually I'm just used by Master♥... but today I'll be the one servicing♥,「언제나 주인님께 사용될 뿐이었지만♥… 오늘은 제가 봉사하겠습니다앗♥」,「平常都只是被主人使用♥…今天就由我来服侍您吧♥」
,,,,,,,,,,
Daiya.Debauchery1-42,那由多,「ふふっ♥、メスブタ2号ちゃん、そんなにおちんぽ様に必死になって♥…かわいいですね♥」,「ふふっ♥、メスブタ2号ちゃん、そんなにおちんぽ様に必死になって♥…かわいいですね♥」,「呵呵♥、母豬2號，妳對雞巴大人這麼拼命♥…真可愛呢♥」,,「呼呼♥、母豬2號，這麼拼命追求陽具大人♥…真是可愛呢♥」,,"Fufu♥, pig 2, getting so desperate for cock♥... how cute♥","「후훗♥, 암퇘지 2호쨩, 그렇게 자지님께 필사적이어서♥… 귀엽네요♥」",「呵呵♥、母猪2号，你对鸡巴大人这么拼命♥…真可爱呢♥」
,,,,,,,,,,
Daiya.Debauchery1-43,ダイヤ,「ブヒッ♥、ご主人様のおちんぽっ♥、はあっ♥はあっ♥」,「ブヒッ♥、ご主人様のおちんぽっ♥、はあっ♥はあっ♥」,「噗嘻♥、主人的雞巴♥、哈啊♥哈啊♥」,,「噗噗♥、主人的陽具♥、呼啊♥呼啊♥」,,"Oink♥, Master's cock♥, haa♥ haa♥","「부힛♥, 주인님의 자지♥, 하앗♥하앗♥」",「噗嘻♥、主人的鸡巴♥、哈啊♥哈啊♥」
,,,,,,,,,,
Daiya.Debauchery1-44,那由多,「ふふっ♥、メスブタ2号ちゃんも我慢できないようですので…♥さ、ご主人様…♥」,「ふふっ♥、メスブタ2号ちゃんも我慢できないようですので…♥さ、ご主人様…♥」,「呵呵♥、看來母豬2號也忍不住了呢…♥來吧，主人…♥」,,「呼呼♥、母豬2號也好像忍不住了呢…♥來吧，主人…♥」,,"Fufu♥, it seems pig 2 can't hold back anymore...♥ Now, Master...♥","「후훗♥, 암퇘지 2호쨩도 참을 수 없는 것 같으니…♥ 자, 주인님…♥」",「呵呵♥、看来母猪2号也忍不住了呢…♥来吧，主人…♥」
,,,,,,,,,,
Daiya.Debauchery1-45,怪人,「グフフッ…いいだろう。挿入を許可してやる」,「グフフッ…いいだろう。挿入を許可してやる」,「咕呼呼…好吧。我准許妳們插入。」,,「呼呼呼…好吧。我允許插入」,,Gufufu... Very well. I permit insertion,「크흐흐… 좋다. 삽입을 허락해주지」,「咕呼呼…好吧。我准许你们插入。」
,,,,,,,,,,
Daiya.Debauchery1-46,ダイヤ,「はあっ♥はあっ♥ブヒッ♥！、おちんぽっ♥、入れさせていただきますっ♥！」,「はあっ♥はあっ♥ブヒッ♥！、おちんぽっ♥、入れさせていただきますっ♥！」,「哈啊♥哈啊♥噗嘻♥！雞巴♥，我要放進來了♥！」,,「呼啊♥呼啊♥噗噗♥！陽具♥，我要插進去了♥！」,,"Haa♥ haa♥ oink♥! Cock♥, I'll be putting it in♥!","「하앗♥하앗♥부힛♥!, 자지♥, 넣겠습니다♥!」",「哈啊♥哈啊♥噗嘻♥！、鸡巴♥、我要放进来了♥！」
,,,,,,,,,,
Daiya.Debauchery1-47,,「はあっ♥……私のお腹のこんな所までっ……♥」,「はあっ♥……私のお腹のこんな所までっ……♥」,「哈啊♥……竟然到了我肚子裡的這種地方……♥」,,「呼啊♥……連我的肚子這裡都……♥」,,Haa♥... All the way to this part of my belly...♥,「하앗♥…… 제 배의 이런 곳까지……♥」,「哈啊♥……竟然到了我肚子里的这种地方……♥」
,,,,,,,,,,
Daiya.Debauchery1-48,,そしてダイヤは腰を上げてチンポに照準を合わせると――――,そしてダイヤは腰を上げてチンポに照準を合わせると――――,接著黛雅抬起腰部對準雞巴後――――,,然後黛雅抬起臀部，將瞄準對準陽具———,,And then Daiya raised her hips and aimed at the cock...,그리고 다이아는 허리를 들어 자지에 조준하고――――,接着黛雅擡起腰部对准鸡巴后――――
,,,,,,,,,,
Daiya.Debauchery1-49,ダイヤ,「い、イキますっ♥、ぶひっ！」,「い、イキますっ♥、ぶひっ！」,「要、要進去了♥、噗嘻！」,,「我、我要高潮了♥、噗噗！」,,"H-Here I come♥, oink!","「가, 갑니다♥, 부힛!」",「要、要进去了♥、噗嘻！」
,,,,,,,,,,
Daiya.Debauchery1-50,Daiya&Nayuta 1-3,ズップウウウッ！！！！,ズップウウウッ！！！！,噗滋嗚嗚嗚！！！！,,轟隆隆！！,,Squeeelch!,즈읍우우우웃!!!!,噗滋呜呜呜！！！！
,,,,,,,,,,
Daiya.Debauchery1-51,ダイヤ,「ブヒッ♥、お゛おおおおおっ♥♥！？」,「ブヒッ♥、お゛おおおおおっ♥♥！？」,「噗嘻♥、喔喔喔喔喔喔♥♥！？」,,「噗噗♥，喔喔喔喔喔♥♥！？」,,"Oink♥, ohhhhhhh♥♥!?","「부힛♥, 오옷 오오오오오옷♥♥!?」",「噗嘻♥、喔喔喔喔喔喔♥♥！？」
,,,,,,,,,,
Daiya.Debauchery1-52,Daiya&Nayuta 1-4,「ほ゛おっ♥、ブヒッ、は、入りましたぁッ♥！！」,「ほ゛おっ♥、ブヒッ、は、入りましたぁッ♥！！」,「吼喔♥、噗嘻、進、進去了♥！！」,,「喔喔♥，噗噗，進、進去了啊♥！！」,,"Hooh♥, oink, i-it's inside♥!!","「호옷 오옷♥, 부힛, 드, 들어갔어요♥!!」",「吼喔♥、噗嘻、进、进去了♥！！」
,,,,,,,,,,
Daiya.Debauchery1-53,,「お゛おっ♥！ほ゛おっ♥、おっ♥…！！」,「お゛おっ♥！ほ゛おっ♥、おっ♥…！！」,「喔喔♥！吼喔♥、喔♥…！！」,,「喔喔♥！喔喔♥，喔♥…！！」,,"Ohh♥! Hooh♥, oh♥...!!","「오옷 오옷♥! 호옷 오옷♥, 옷♥…!!」",「喔喔♥！吼喔♥、喔♥…！！」
,,,,,,,,,,
Daiya.Debauchery1-54,那由多,「おやおやメスブタ2号ちゃん…♥まさか入れただけでイッてませんか？」,「おやおやメスブタ2号ちゃん…♥まさか入れただけでイッてませんか？」,「哎呀哎呀母豬2號…♥妳該不會光是放進去就高潮了吧？」,,「哦哦，母豬2號小姐…♥難道只是插進去就高潮了嗎？」,,"Oh my, pig 2...♥ Don't tell me you came just from putting it in?",「어머어머 암퇘지 2호쨩…♥ 설마 넣은 것만으로 가버렸습니까?」,「哎呀哎呀母猪2号…♥你该不会光是放进去就高潮了吧？」
,,,,,,,,,,
Daiya.Debauchery1-55,ダイヤ,「ひうぅ♥、ブヒッ♥、は、はいっ♥、ご主人様のおちんぽ凄すぎてっ♥…！」,「ひうぅ♥、ブヒッ♥、は、はいっ♥、ご主人様のおちんぽ凄すぎてっ♥…！」,「呀嗚♥、噗嘻♥、是、是的♥、主人的雞巴太厲害了♥…！」,,「哼哼♥，噗噗♥，進、進去了啊♥，主人的雞雞太厲害了♥…！」,,"Hiuu♥, oink♥, y-yes♥, Master's cock is too amazing♥...!","「히우우♥, 부힛♥, 네, 네엣♥, 주인님 자지 너무 굉장해서♥…!」",「呀呜♥、噗嘻♥、是、是的♥、主人的鸡巴太厉害了♥…！」
,,,,,,,,,,
Daiya.Debauchery1-56,Daiya&Nayuta 1-5,「申し訳ありませんっ♥、ご主人様あっ♥」,「申し訳ありませんっ♥、ご主人様あっ♥」,「非常抱歉♥，主人♥」,,「對不起♥，主人啊♥」,,"I'm so sorry♥, Master♥","「죄송합니다♥, 주인님앗♥」",「非常抱歉♥、主人♥」
,,,,,,,,,,
Daiya.Debauchery1-57,那由多,「全く…メスブタ2号ちゃんは私の次くらいには強いはずなんですがね…♥まあ、ご主人様のおちんぽの前ではしょうがないですね♥」,「全く…メスブタ2号ちゃんは私の次くらいには強いはずなんですがね…♥まあ、ご主人様のおちんぽの前ではしょうがないですね♥」,「真是的…母豬2號的實力應該只僅次於我才對啊…♥不過嘛，在主人的雞巴面前也是沒辦法的呢♥」,,「真是的…母豬2號小姐應該比我強的呢…♥嘛，對主人的雞雞來說沒辦法呢♥」,,"Honestly... pig 2 should be almost as strong as me...♥ Well, I suppose it can't be helped before Master's cock♥","「정말… 암퇘지 2호쨩은 저 다음 정도로는 강할 텐데요…♥ 뭐, 주인님 자지 앞에서는 어쩔 수 없네요♥」",「真是的…母猪2号的实力应该只仅次于我才对啊…♥不过嘛，在主人的鸡巴面前也是没办法的呢♥」
,,,,,,,,,,
Daiya.Debauchery1-58,,「まあいつもご主人様に抱っこされてオナホ扱いでしたからね♥でも貴女はそこそこ強いんですから頑張らないと！」,「まあいつもご主人様に抱っこされてオナホ扱いでしたからね♥でも貴女はそこそこ強いんですから頑張らないと！」,「畢竟妳平常總是像自慰套一樣被主人抱著玩弄嘛♥不過妳也算滿強的了，要加油才行！」,,「嘛，總是被主人抱著當成自慰器對待的呢♥ 但你也相當強大，所以要加油！」,,"Well, you were always held by Master and used like a toy♥ But you're reasonably strong, so you need to try harder!",「뭐 언제나 주인님께 안겨서 오나홀 취급이었으니까요♥ 하지만 당신은 제법 강하니까 힘내야죠!」,「毕竟你平常总是像自慰套一样被主人抱着玩弄嘛♥不过你也算满强的了，要加油才行！」
,,,,,,,,,,
Daiya.Debauchery1-59,ダイヤ,「はいっ♥、メスブタ2号っ♥、ご主人様のおちんぽを気持ち良くするためにっ♥、頑張ります！！」,「はいっ♥、メスブタ2号っ♥、ご主人様のおちんぽを気持ち良くするためにっ♥、頑張ります！！」,「是♥，母豬2號♥，為了讓主人的雞巴舒服♥，我會努力的！！」,,「進去了啊♥、母豬2號小姐♥、為了讓主人的雞雞感到舒服♥，我會努力的！！」,,"Yes♥, pig 2♥ will do her best to make Master's cock feel good♥!!","「네엣♥, 암퇘지 2호♥, 주인님 자지를 기분 좋게 해드리기 위해♥, 힘내겠습니다!!」",「是♥、母猪2号♥、为了让主人的鸡巴舒服♥、我会努力的！！」
,,,,,,,,,,
Daiya.Debauchery1-60,Daiya&Nayuta 1-6,「ううっ♥、お゛っ♥…お゛おっ♥！」,「ううっ♥、お゛っ♥…お゛おっ♥！」,「嗚嗚♥、喔♥…喔喔♥！」,,「唔唔♥，喔♥…喔喔♥！」,,"Uuh♥, oh♥... ohh♥!","「으윽♥, 오옷 옷♥… 오옷 오옷♥!」",「呜呜♥、喔♥…喔喔♥！」
,,,,,,,,,,
Daiya.Debauchery1-61,,ぱちゅん！ぱちゅん！ぱちゅんっ♥！！,ぱちゅん！ぱちゅん！ぱちゅんっ♥！！,啪啾！啪啾！啪啾♥！！,,啪啾！啪啾！啪啾♥！！,,Slap! Slap! Slap♥!!,파츗! 파츗! 파츗!♥!!,啪啾！啪啾！啪啾♥！！
,,,,,,,,,,
Daiya.Debauchery1-62,,「お゛ほおっ♥！お゛おっ♥！い、いかがですかっ…♥！」,「お゛ほおっ♥！お゛おっ♥！い、いかがですかっ…♥！」,「喔吼喔♥！喔喔♥！您、您覺得怎麼樣…♥！」,,「喔喔喔♥！喔喔♥！怎、怎麼樣呢…♥！」,,Ohooh♥! Ohh♥! H-how is it...♥!,"「오옷 호오옷♥! 오옷 오옷♥! 이, 어떻습니까…♥!」",「喔吼喔♥！喔喔♥！您、您觉得怎么样…♥！」
,,,,,,,,,,
Daiya.Debauchery1-63,那由多,「ふふっ♥、ヘコヘコするたびにお腹がおちんちんの形に膨らんでますよっ♥♥」,「ふふっ♥、ヘコヘコするたびにお腹がおちんちんの形に膨らんでますよっ♥♥」,「呵呵♥，妳每搖一下肚子就鼓成雞巴的形狀了喔♥♥」,,「呼呼♥，每次摺摺的時候，肚子就會膨脹成雞雞的形狀喔♥♥」,,"Fufu♥, every time you move, your belly bulges in the shape of his cock♥♥","「후훗♥, 헤코헤코할 때마다 배가 자지 모양으로 부풀어 있어요♥♥」",「呵呵♥、你每摇一下肚子就鼓成鸡巴的形状了喔♥♥」
,,,,,,,,,,
Daiya.Debauchery1-64,ダイヤ,「ブヒッ♥、お゛っ♥！お゛っ♥！」,「ブヒッ♥、お゛っ♥！お゛っ♥！」,「噗嘻♥、喔♥！喔♥！」,,「噗♥，喔♥！喔♥！」,,"Oink♥, oh♥! Oh♥!","「부힛♥, 오옷 옷♥! 오옷 옷♥!」",「噗嘻♥、喔♥！喔♥！」
,,,,,,,,,,
Daiya.Debauchery1-65,那由多,「ふふっ♥、メスブタ2号ちゃんはおチンポに必死ですねっ♥…私もっ……」,「ふふっ♥、メスブタ2号ちゃんはおチンポに必死ですねっ♥…私もっ……」,「呵呵♥，母豬2號對雞巴真拼命呢♥…我也……」,,「呼呼♥，母豬2號小姐對雞雞拼命呢♥…我也……」,,"Fufu♥, pig 2 is so desperate for cock♥... Me too...","「후훗♥, 암퇘지 2호쨩은 자지에 필사적이네요♥… 저도……」",「呵呵♥、母猪2号对鸡巴真拼命呢♥…我也……」
,,,,,,,,,,
Daiya.Debauchery1-66,Daiya&Nayuta 1-7,そう言うと那由多は怪人の胸に自分の股間をこすりつけ始める,そう言うと那由多は怪人の胸に自分の股間をこすりつけ始める,那由多一邊說，一邊開始用自己的跨下摩擦怪人的胸膛,,這樣說著，那由多開始將自己的下身摩擦在怪人的胸膛上。,,"Saying that, Nayuta began rubbing her crotch against the fiend's chest",그렇게 말하며 나유타는 괴인의 가슴에 자신의 사타구니를 문지르기 시작한다,那由多一边说，一边开始用自己的跨下摩擦怪人的胸膛
,,,,,,,,,,
Daiya.Debauchery1-67,那由多,「ブヒッ♥、えへへっ♥…メスブタ2号ちゃんが頑張ってるのでっ♥♥メスブタ1号もおうえんしますっ♥！」,「ブヒッ♥、えへへっ♥…メスブタ2号ちゃんが頑張ってるのでっ♥♥メスブタ1号もおうえんしますっ♥！」,「噗嘻♥、嘿嘿♥…因為母豬2號很努力♥♥所以母豬1號也要加油♥！」,,「噗♥，嘻嘻♥…母豬2號小姐正在努力呢♥♥母豬1號也會支持她的♥！」,,"Oink♥, ehehe♥... Since pig 2 is working hard♥♥ pig 1 will cheer you on♥!","「부힛♥, 에헤헷♥… 암퇘지 2호쨩이 힘내고 있으니♥♥ 암퇘지 1호도 응원합니다♥!」",「噗嘻♥、嘿嘿♥…因为母猪2号很努力♥♥所以母猪1号也要加油♥！」
,,,,,,,,,,
