Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English_Steam,Korean_Steam,Simplified Chinese_Steam
Kei.DLC_BrainWash2-5,,(くうっ……！この私がっ……！いつまでこんな事をし続けなくてはならないんだっ……！！),(くうっ……！この私がっ……！いつまでこんな事をし続けなくてはならないんだっ……！！),（唔……！本小姐竟然……！到底還要持續做這種事到什麼時候……！！）,(Kuh...! For me to...! How long must I continue doing this...!!),(크으윽……! 이 내가……! 언제까지 이런 짓을 계속해야 하는 거야……!!),（唔……！本小姐竟然……！到底还要持续做这种事到什么时候……！！）
,,,,,,,
Kei.DLC_BrainWash2-6,,(今に見ていろっ……！この程度の組織…私の手にかかればあっという間に崩壊させてやる…！),(今に見ていろっ……！この程度の組織…私の手にかかればあっという間に崩壊させてやる…！),（你們就給我等著……！這種程度的組織…只要由我出手，轉眼間就能讓它崩壞…！）,(Just you wait...! An organization of this level... I'll destroy it in an instant once I get my hands on it...!),(두고 봐라……! 이 정도 조직… 내 손에 걸리면 순식간에 붕괴시켜주마…!),（你们就给我等着……！这种程度的组织…只要由我出手，转眼间就能让它崩坏…！）
,,,,,,,
Kei.DLC_BrainWash2-7,,その時――――,その時――――,就在這時――――,At that moment...,그때――――,就在这时――――
,,,,,,,
Kei.DLC_BrainWash2-8,男戦闘員,「お、いたいた、おいＫ22号！」,「お、いたいた、おいＫ22号！」,「喔、找到了、喂，K22號！」,"""Oh, there she is. Hey, K22!""","「오, 여기 있네, 어이 K22호!」",「喔、找到了、喂，K22号！」
,,,,,,,
Kei.DLC_BrainWash2-9,Ｋ22号,「！、キィーーーーーーッ！！」,「！、キィーーーーーーッ！！」,「！、吱ーーーーーー！！」,"""...! KIIIIIII!!""","「!, 키이ーーーーーー잇!!」",「！、吱ーーーーーー！！」
,,,,,,,
Kei.DLC_BrainWash2-10,男戦闘員,「ははっ、コイツは牛みてえにでけえ乳してるからすぐわかるな。」,「ははっ、コイツは牛みてえにでけえ乳してるからすぐわかるな。」,「哈哈、這傢伙頂著像牛一樣的超大奶子，馬上就認出來了。」,"""Haha, this one's easy to spot with those cow-like huge breasts.""","「하핫, 이 녀석은 소처럼 큰 젖 하고 있으니 바로 알겠네.」",「哈哈、这家伙顶着像牛一样的超大奶子，马上就认出来了。」
,,,,,,,
Kei.DLC_BrainWash2-11,,「あー、お前に新しい任務だ。お前が幹部だった頃にやってた配信をやるぞ。」,「あー、お前に新しい任務だ。お前が幹部だった頃にやってた配信をやるぞ。」,「啊ー、有新任務給妳。去開妳還在當幹部時開過的那個直播。」,"""Ah, new mission for you. You'll be doing the streaming you used to do when you were an executive.""","「아-, 너에게 새로운 임무다. 네가 간부였을 때 하던 방송을 해라.」",「啊ー、有新任务给你。去开你还在当干部时开过的那个直播。」
,,,,,,,
Kei.DLC_BrainWash2-12,Ｋ22号,「き、キィーーーーッ！！了解しました！」,「き、キィーーーーッ！！了解しました！」,「吱、吱ーーーー！！遵命！」,"""K-KIIIIIII!! Understood!""","「키, 키이ーーーー잇!! 알겠습니다!」",「吱、吱ーーーー！！遵命！」
,,,,,,,
Kei.DLC_BrainWash2-13,,(っ！配信だと……！？),(っ！配信だと……！？),（！直播……！？）,(...! Streaming...?!),(윽! 방송이라고……!?),（！直播……！？）
,,,,,,,
Kei.DLC_BrainWash2-14,男戦闘員,「よかったな、また幹部っぽい事できるぞ？」,「よかったな、また幹部っぽい事できるぞ？」,「太好了嘛，又能做點像幹部會做的事了？」,"""Great, isn't it? You can now do something that executives do.""","「잘 됐네, 또 간부 같은 일 할 수 있잖아?」",「太好了嘛，又能做点像干部会做的事了？」
,,,,,,,
Kei.DLC_BrainWash2-15,Ｋ22号,(冗談じゃないっ…！こんな無様でバカみたいな乳を晒せというのか…！？),(冗談じゃないっ…！こんな無様でバカみたいな乳を晒せというのか…！？),（開什麼玩笑…！要我把這對窩囊又蠢到不行的奶子秀給別人看嗎…！？）,"(You've got to be kidding...! They want me to expose these pathetic, ridiculous tits...!?)",(장난 아니야…! 이런 꼴사납고 바보 같은 젖을 드러내라는 건가…!?),（开什么玩笑…！要我把这对窝囊又蠢到不行的奶子秀给别人看吗…！？）
,,,,,,,
Kei.DLC_BrainWash2-16,Ｋ22号,「き、キィーーーッ！！期待を裏切らないよう全力で任務を遂行いたします！」,「き、キィーーーッ！！期待を裏切らないよう全力で任務を遂行いたします！」,「吱、吱ーーー！！我會全力執行任務，不會辜負您的期待！」,"""K-Kiiiii!! I will execute my mission with all my strength to not betray your expectations!""","「키, 키이ーーー잇!! 기대를 저버리지 않도록 전력으로 임무를 수행하겠습니다!」",「吱、吱ーーー！！我会全力执行任务，不会辜负您的期待！」
,,,,,,,
,暗転,,,,,,
,Kei debauchery DLC 1-1,,,,,,
Kei.DLC_BrainWash2-17,Ｋ22号,「あ、あ～久しぶりだな諸君………！私がいない間寂しくなかっただろうか…？」,「あ、あ～久しぶりだな諸君………！私がいない間寂しくなかっただろうか…？」,「啊、啊～好久不見了，諸君………！我不在的這段時間，你們是不是很寂寞啊…？」,"""Ah, ah, it's been a while, everyone...! Didn't you miss me while I was gone...?""","「아, 아~ 오랜만이군 제군………! 내가 없는 동안 외롭지 않았을까…?」",「啊、啊～好久不见了，诸君………！我不在的这段时间，你们是不是很寂寞啊…？」
,,,,,,,
Kei.DLC_BrainWash2-18,,くちゅっ、くちゅっ、くちゅっ,くちゅっ、くちゅっ、くちゅっ,咕啾、咕啾、咕啾,"Squelch, squelch, squelch","쿠츗, 쿠츗, 쿠츗",咕啾、咕啾、咕啾
,,,,,,,
Kei.DLC_BrainWash2-19,,「ひあっ！？、わ、訳あって配信が出来なかったんだが……そ、その……」,「ひあっ！？、わ、訳あって配信が出来なかったんだが……そ、その……」,「咿啊！？、我、我因為一些緣故沒辦法開直播……那、那個……」,"""Hyah!? I-I couldn't stream for certain reasons... Um, well...""","「히앗!?, 자, 자초지종이 있어서 방송을 못 했는데…… 그, 그건……」",「咿啊！？、我、我因为一些缘故没办法开直播……那、那个……」
,,,,,,,
Kei.DLC_BrainWash2-20,男戦闘員,「はっきり言え、ちゃんと何があったか説明しろ。」,「はっきり言え、ちゃんと何があったか説明しろ。」,「給我說清楚，好好說明到底發生了什麼事。」,"""Say it clearly. Explain properly what happened.""","「똑바로 말해, 제대로 무슨 일이 있었는지 설명해라.」",「给我说清楚，好好说明到底发生了什么事。」
,,,,,,,
Kei.DLC_BrainWash2-21,Ｋ22号,「き、キィーーーッ！！申し訳ありませんっ！」,「き、キィーーーッ！！申し訳ありませんっ！」,「吱、吱ーーー！！非常抱歉！」,"""K-Kiiiii!! I'm terribly sorry!""","「키, 키이ーーー잇!! 죄송합니다!」",「吱、吱ーーー！！非常抱歉！」
,,,,,,,
Kei.DLC_BrainWash2-22,,「わ、私…元フォーレン財団幹部猫宮京は……その………」,「わ、私…元フォーレン財団幹部猫宮京は……その………」,「我、我…前墮落財團幹部貓宮京……那個………」,"""I... former Forren Foundation executive Kei Nekomiya... um...""","「나, 나… 전 폴른 재단 간부 네코미야 케이는…… 그………」",「我、我…前堕落财团干部猫宫京……那个………」
,,,,,,,
Kei.DLC_BrainWash2-23,,「組織への裏切り行為により12階級降格……現在は最下級の雑魚戦闘員として財団に所属しているっ！」,「組織への裏切り行為により12階級降格……現在は最下級の雑魚戦闘員として財団に所属しているっ！」,「因為對組織的背叛行為被降了12級……現在是作為最下級的雜魚戰鬥員並隸屬於財團！」,"""I betrayed the organization and was demoted 12 ranks... I now belong to the Foundation as a junior soldier!""",「조직에 대한 배신 행위로 12계급 강등…… 현재는 최하급 허접 전투원으로서 재단에 소속되어 있다!」,「因为对组织的背叛行为被降了12级……现在是作为最下级的杂鱼战斗员并隶属于财团！」
,,,,,,,
Kei.DLC_BrainWash2-24,,「そ、そういう訳で…現在男性戦闘員様に体を弄ばれているわけだが…私に拒否権は無いのでされるがままという事だな…っ♥」,「そ、そういう訳で…現在男性戦闘員様に体を弄ばれているわけだが…私に拒否権は無いのでされるがままという事だな…っ♥」,「就、就是這麼回事…現在正被男性戰鬥員大人玩弄身體…而我沒有拒絕的權利，只能任憑擺布了…♥」,"""S-So that's why... I'm currently being toyed with by a male soldier... Since I have no right to refuse, I'm at his mercy...♥""","「그, 그런 이유로… 현재 남성 전투원님에게 몸을 농락당하고 있는 몸이다만… 나에게 거부권은 없으므로 이렇게 당하는 대로라는 거지…윽♥」",「就、就是这么回事…现在正被男性战斗员大人玩弄身体…而我没有拒绝的权利，只能任凭摆布了…♥」
,,,,,,,
Kei.DLC_BrainWash2-25,男戦闘員,「そういう訳だな…オラッ、イケッ！」,「そういう訳だな…オラッ、イケッ！」,「就是這麼回事…來吧、上！」,"""That's right... Come on, come now!""",「그런 이유군… 자! 가랏!」,「就是这么回事…来吧、上！」
,,,,,,,
Kei.DLC_BrainWash2-26,,グチュッ！グチュッグチュッ！！,グチュッ！グチュッグチュッ！！,咕啾！咕啾咕啾！！,"Squelch, squelch, squelch!",구츗! 구츗구츗!!,咕啾！咕啾咕啾！！
,Kei debauchery DLC 1-2,,,,,,
Kei.DLC_BrainWash2-27,Ｋ22号,「ほお゛おおっ♥お゛お～～～～～～っ♥！？」,「ほお゛おおっ♥お゛お～～～～～～っ♥！？」,「吼喔喔喔喔♥喔喔～～～～～～♥！？」,"""Hooooh♥ Ooooooh♥!?""",「호오옷 오오옷♥ 오옷 오~~~~~~읏♥!?」,「吼喔喔喔喔♥喔喔～～～～～～♥！？」
,,,,,,,
Kei.DLC_BrainWash2-28,,プシュッ！プシュッ！！,プシュッ！プシュッ！！,噗咻！噗咻！！,Squirt! Squirt!,푸슛! 푸슛!!,噗咻！噗咻！！
,,,,,,,
Kei.DLC_BrainWash2-29,,「お゛おおっ♥男性戦闘員様の太い指が私のマンコをっ…お゛おっ♥♥！」,「お゛おおっ♥男性戦闘員様の太い指が私のマンコをっ…お゛おっ♥♥！」,「喔喔喔♥男性戰鬥員大人的粗手指在我的小穴裡…喔喔♥♥！」,"""Ooooh♥ The soldier's thick fingers are in my pussy... Oooh♥♥!""",「오옷 오오옷♥ 남성 전투원님의 굵은 손가락이 내 보지를… 오옷 오옷♥♥!」,「喔喔喔♥男性战斗员大人的粗手指在我的小穴里…喔喔♥♥！」
,,,,,,,
Kei.DLC_BrainWash2-30,,グチュッ！グチュッグチュッ！！,グチュッ！グチュッグチュッ！！,咕啾！咕啾咕啾！！,"Squelch, squelch, squelch!",구츗! 구츗구츗!!,咕啾！咕啾咕啾！！
,,,,,,,
Kei.DLC_BrainWash2-31,Kei debauchery DLC 1-3,「み、見ての通りだっ…！私はもはや最下級の雑魚戦闘員であることが分かっただろ…！」,「み、見ての通りだっ…！私はもはや最下級の雑魚戦闘員であることが分かっただろ…！」,「就、就如你們所見…！你們知道我已經是最下級的雜魚戰鬥員了吧…！」,"""A-As you can see...! You understand now that I'm nothing more than a junior solder...""","「보, 보는 대로다! 나는 이제 최하급 허접 전투원이라는 것을 알았겠지…!」",「就、就如你们所见…！你们知道我已经是最下级的杂鱼战斗员了吧…！」
,,,,,,,
Kei.DLC_BrainWash2-32,,「コメント……その牛みたいなおっぱいは何ですか……あ、ああこれは罰として改造されてだな……」,「コメント……その牛みたいなおっぱいは何ですか……あ、ああこれは罰として改造されてだな……」,「留言……那個像牛一樣的奶子是什麼……啊、啊啊，這個是作為懲罰被改造的……」,"""Comment... What are those cow-like breasts... Ah, ah, these were modified as punishment...""","「코멘트…… 그 젖소 같은 가슴은 무엇입니까…… 아, 아아 이건 벌로서 개조되어서 말이야……」",「留言……那个像牛一样的奶子是什么……啊、啊啊，这个是作为惩罚被改造的……」
,,,,,,,
Kei.DLC_BrainWash2-33,,「そんなおっぱいしてて戦えるんですか……よ、余計なお世話だっ！！」,「そんなおっぱいしてて戦えるんですか……よ、余計なお世話だっ！！」,「頂著那種奶子還能戰鬥嗎……多、多管閒事！！」,"""Can you even fight with breasts like that... Th-That's none of your business!!""","「그런 가슴 하고 싸울 수 있습니까…… 괘, 괜한 참견 마라!!」",「顶着那种奶子还能战斗吗……多、多管闲事！！」
,,,,,,,
Kei.DLC_BrainWash2-34,男戦闘員,「おし、マンコも濡れたな…今からハメてやるから股開いて準備しろ。」,「おし、マンコも濡れたな…今からハメてやるから股開いて準備しろ。」,「好了，小穴也濕了…我現在要幹妳了，快把腿張開準備好。」,"""Alright, your pussy's wet now... I'm gonna fuck you, so spread your legs and get ready.""","「좋아, 보지도 젖었네… 이제부터 박아줄 테니 다리 벌리고 준비해라.」",「好了，小穴也湿了…我现在要干你了，快把腿张开准备好。」
,,,,,,,
Kei.DLC_BrainWash2-35,Kei debauchery DLC 1-4,そう言うと男戦闘員はチンポをＫ22号の太ももに差し込む,そう言うと男戦闘員はチンポをＫ22号の太ももに差し込む,男性戰鬥員邊說邊將肉棒插進K22號的大腿間,"With that said, thee male soldier pressed his dick between K22's thighs",그렇게 말하며 남성 전투원은 자지를 K22호의 허벅지에 꽂는다,男性战斗员边说边将肉棒插进K22号的大腿间
,,,,,,,
Kei.DLC_BrainWash2-36,Ｋ22号,「き、キィーーーーーーッ！！」,「き、キィーーーーーーッ！！」,「吱、吱ーーーーーー！！」,"""K-Kiiiiiiii!!""","「키, 키이ーーーーーー잇!!」",「吱、吱ーーーーーー！！」
,,,,,,,
Kei.DLC_BrainWash2-37,,「Ｋ22号の雑魚マンコ、戦闘員様のおかげで準備万端です！いつでもご挿入を！」,「Ｋ22号の雑魚マンコ、戦闘員様のおかげで準備万端です！いつでもご挿入ください！」,「K22號的雜魚小穴、託戰鬥員大人的福已經準備萬全！隨時都可以插進來！」,"""K22's trash pussy is fully prepared thanks to the soldier! Ready whenever you are!""","「K22호 허접 보지, 전투원님 덕분에 준비 완료입니다! 언제든지 삽입해주세요!」",「K22号的杂鱼小穴、托战斗员大人的福已经准备万全！随时都可以插进来！」
,,,,,,,
Kei.DLC_BrainWash2-38,,(ぐううぅうぅううっ～～～！！！この私がっ…戦闘員に媚びて、こ、こんな情けないセリフをっ！！),(ぐううぅうぅううっ～～～！！！戦闘員に媚びて、こ、こんな情けない事をっ！！),（唔喔喔喔喔喔～～～！！！對戰鬥員獻媚、說、說出這種丟臉的話！！）,(Guuuuuuuh!!! That I... would flatter a soldier and say something so pathetic..),"(크으으으으으윽~~~!!! 전투원에게 아양 떨고, 이, 이런 한심한 짓을!!)",（唔喔喔喔喔喔～～～！！！对战斗员献媚、说、说出这种丢脸的话！！）
,,,,,,,
Kei.DLC_BrainWash2-39,,(ううっ、しかし首輪をつけている以上どうやっても逆らえないしっ……くそおっ……！),(ううっ、しかし首輪をつけている以上どうやっても逆らえないしっ……くそおっ……！),（嗚嗚、但是戴著項圈以上，不管怎樣都無法反抗……可惡……！）,"(Ugh, but with this collar on, there's no way I can resist... Damn it...!)","(으윽, 하지만 목걸이를 차고 있는 이상 어떻게 해도 거역할 수 없고…… 젠장……!)",（呜呜、但是戴着项圈以上，不管怎样都无法反抗……可恶……！）
,,,,,,,
Kei.DLC_BrainWash2-40,Ｋ22号,「キィーーーーッ！！Ｋ22号、今から男性戦闘員様にハメていただきます！！」,「キィーーーーッ！！Ｋ22号、今から男性戦闘員様にハメていただきます！！」,「吱ーーーー！！K22號、現在要讓男性戰鬥員大人幹了！！」,"""Kiiiii!! K22 will now be fucked by the male soldier, sir!!""","「키이ーーーー잇!! K22호, 지금부터 남성 전투원님께 박히겠습니다!!」",「吱ーーーー！！K22号、现在要让男性战斗员大人干了！！」
,,,,,,,
Kei.DLC_BrainWash2-41,,(今は耐えるしかないっ……どれほど無様な姿をさらそうと……！),(今は耐えるしかないっ……どれほど無様な姿をさらそうと……！),（現在只能忍耐……無論要暴露多麼窩囊的姿態……！）,(I just have to endure for now... No matter how pathetic I look...!),(지금은 견딜 수밖에 없어…… 아무리 꼴사나운 모습을 보여도……!),（现在只能忍耐……无论要暴露多么窝囊的姿态……！）
,,,,,,,
Kei.DLC_BrainWash2-42,,「と、いうわけでっ……私のハメられるところっ、とくと見るが良いっ……！」,「と、いうわけでっ……私のハメられるところっ、とくと見るが良いっ……！」,「就、是這麼回事……我被幹的樣子、你們就好好地看著吧……！」,"""S-So... Watch closely as I get fucked...!""","「그, 그런 이유로…… 내가 박히는 모습, 똑똑히 보도록 해라……!」",「就、是这么回事……我被干的样子、你们就好好地看着吧……！」
,,,,,,,
Kei.DLC_BrainWash2-43,男戦闘員,「いくぞっ…おらっ！！」,「いくぞっ…おらっ！！」,「要上囉…來吧！！」,"""Here I go... Take this!!""",「간다… 자!!」,「要上啰…来吧！！」
,Kei debauchery DLC 1-5,,,,,,
Kei.DLC_BrainWash2-44,,ズップウウウッッ！！！,ズップウウウッッ！！！,噗茲喔喔喔！！！,Shloooop!,즈읍우우우웃!!!,噗兹喔喔喔！！！
,,,,,,,
Kei.DLC_BrainWash2-45,Ｋ22号,「ひっぎいっ♥！？お゛おおおおおおおっ♥！？」,「ひっぎいっ♥！？お゛おおおおおおおっ♥！？」,「咿啊♥！？喔喔喔喔喔喔喔♥！？」,"""Higii♥!? Ooooooooooh♥!?""",「히익기잇♥!? 오옷 오오오오오옷♥!?」,「咿啊♥！？喔喔喔喔喔喔喔♥！？」
,,,,,,,
Kei.DLC_BrainWash2-46,戦闘員,「ははっ、相変わらずのオナホボディだなっ！一撃で奥までずっぽりだ。」,「ははっ、相変わらずのオナホボディだなっ！一撃で奥までずっぽりだ。」,「哈哈、妳還是老樣子的自慰套身體啊！一擊就直達最深處了。」,"""Haha, still the same body that's made for sex! Got all the way in with one thrust.""","「하핫, 여전히 오나홀 몸이네! 한 방에 안쪽까지 쑥 들어가.」",「哈哈、你还是老样子的自慰套身体啊！一击就直达最深处了。」
,Kei debauchery DLC 1-6,,,,,,
Kei.DLC_BrainWash2-47,K22号,「かひゅっ、お゛…っ♥お゛おおっ♥！」,「かひゅっ、お゛…っ♥お゛おおっ♥！」,「喀咻、喔…♥喔喔喔♥！」,"""Kaaaa, oh...♥ Ooooh♥!""","「카흣, 오옷 …윽♥ 오옷 오오옷♥!」",「喀咻、喔…♥喔喔喔♥！」
,,,,,,,
Kei.DLC_BrainWash2-48,,(ま、まずいっ…っ♥改造されたせいでっ♥こんな雑魚戦闘員のチンポでも簡単に絶頂してしまうッ♥！？),(ま、まずいっ…っ♥改造されたせいでっ♥こんな雑魚戦闘員のチンポでも簡単に絶頂してしまうッ♥！？),（糟、糟糕了…♥因為被改造的關係♥連這種雜魚戰鬥員的肉棒都能輕易讓我高潮♥！？）,(Th-This is bad...♥ Because of the modifications♥ Even a grunt soldier's cock can easily make me come♥!?),"(위, 위험해…윽♥ 개조당한 탓에♥ 이런 허접 전투원 자지로도 쉽게 절정해버렷♥!?)",（糟、糟糕了…♥因为被改造的关系♥连这种杂鱼战斗员的肉棒都能轻易让我高潮♥！？）
,,,,,,,
Kei.DLC_BrainWash2-49,,K22号は簡単に持ち上げられ、体全体で戦闘員のチンポへ奉仕させられる,K22号は簡単に持ち上げられ、体全体で戦闘員のチンポへ奉仕させられる,K22號被輕易地抱起，被迫用整個身體來侍奉戰鬥員的肉棒,"K22 was easily lifted up, her entire body made to serve the soldier's cock.","K22호는 간단히 들어 올려져, 온몸으로 전투원 자지에 봉사하게 된다",K22号被轻易地抱起，被迫用整个身体来侍奉战斗员的肉棒
,,,,,,,
Kei.DLC_BrainWash2-50,Kei debauchery DLC 1-７,ズボッ！ズボッ！ズボッ！ズボッ！,ズボッ！ズボッ！ズボッ！ズボッ！,茲啵！茲啵！茲啵！茲啵！,Thrust! Thrust! Thrust! Thrust!,즈봇! 즈봇! 즈봇! 즈봇!,兹啵！兹啵！兹啵！兹啵！
,,,,,,,
Kei.DLC_BrainWash2-51,K22号,「お゛おっ♥！へえっ♥！？お゛おっ♥！」,「お゛おっ♥！へえっ♥！？お゛おっ♥！」,「喔喔♥！嘿♥！？喔喔♥！」,"""Ooh♥! Heeh♥!? Ooh♥!""",「오옷 오옷♥! 헤엣♥!? 오옷 오옷♥!」,「喔喔♥！嘿♥！？喔喔♥！」
,,,,,,,
Kei.DLC_BrainWash2-52,,「かひゅっ、お゛おっ♥！チンポッ♥、お゛っ♥！」,「かひゅっ、お゛おっ♥！チンポッ♥、お゛っ♥！」,「喀咻、喔喔♥！肉棒♥、喔♥！」,"""Kaaaa! ooh♥! So deep♥, oh♥!""","「카흣, 오옷 오옷♥! 자지♥, 오옷 옷♥!」",「喀咻、喔喔♥！肉棒♥、喔♥！」
,,,,,,,
Kei.DLC_BrainWash2-53,戦闘員,「おらっ、簡単にイってないでちゃんとマンコ絞めてチンポに媚びろっ！」,「おらっ、簡単にイってないでちゃんとマンコ絞めてチンポに媚びろっ！」,「喂、別這麼簡單就高潮，好好夾緊小穴對肉棒獻媚啊！」,"""Come on, don't just finish easily, squeeze your pussy and show some enthusiasm!""","「자!, 쉽게 가지 말고 제대로 보지 조여서 자지에 아양 떨어!」",「喂、别这么简单就高潮，好好夹紧小穴对肉棒献媚啊！」
,,,,,,,
Kei.DLC_BrainWash2-54,,ズボッ！ズボッ！ズボッ！ズボッ！,ズボッ！ズボッ！ズボッ！ズボッ！,茲啵！茲啵！茲啵！茲啵！,Thrust! Thrust! Thrust! Thrust!,즈봇! 즈봇! 즈봇! 즈봇!,兹啵！兹啵！兹啵！兹啵！
,,,,,,,
Kei.DLC_BrainWash2-55,,「お゛へっ♥！お゛っ♥！お゛っ♥！」,「お゛へっ♥！お゛っ♥！お゛っ♥！」,「喔嘿♥！喔♥！喔♥！」,"""Oheh♥! Oh♥! Oh♥!""",「오옷 헷♥! 오옷 옷♥! 오옷 옷♥!」,「喔嘿♥！喔♥！喔♥！」
,,,,,,,
Kei.DLC_BrainWash2-56,Kei debauchery DLC 1-6,(うあっ…♥くそおっ♥！、こんな雑魚戦闘員一匹にっ！この私がっ！),(うあっ…♥くそおっ♥！、こんな雑魚戦闘員一匹にっ！この私がっ！),（嗚啊…♥可惡♥！、區區一個雜魚戰鬥員！本小姐竟然！）,(Uah...♥ Damn it♥! To think that I would be... by just one grunt soldier!),"(으앗…♥ 젠장♥!, 이런 허접 전투원 한 마리에게! 이 내가!)",（呜啊…♥可恶♥！、区区一个杂鱼战斗员！本小姐竟然！）
,,,,,,,
Kei.DLC_BrainWash2-57,,「お゛おっ♥！あひっ♥！？お゛っ♥！」,「お゛おっ♥！あひっ♥！？お゛っ♥！」,「喔喔♥！啊咿♥！？喔♥！」,"""Ooh♥! Ahii♥!? Oh♥!""",「오옷 오옷♥! 아힛♥!? 오옷 옷♥!」,「喔喔♥！啊咿♥！？喔♥！」
,,,,,,,
Kei.DLC_BrainWash2-58,,(くそおっ！チンポで突かれるたびにっ♥、頭がっ♥、馬鹿になってっ♥、イクッっ♥！),(くそおっ！チンポで突かれるたびにっ♥、頭がっ♥、馬鹿になってっ♥、イクッっ♥！),（可惡！每次被肉棒頂撞♥、腦袋就♥、變得一片空白♥、要去了♥！）,(Damn it! Every thrust♥ makes my head♥ go blank♥ I'm coming♥!),"(젠장! 자지로 찔릴 때마다♥, 머리가♥, 바보가 돼서♥, 가버렷♥!)",（可恶！每次被肉棒顶撞♥、脑袋就♥、变得一片空白♥、要去了♥！）
,,,,,,,
Kei.DLC_BrainWash2-59,Kei debauchery DLC 1-7,プシッ！プシュううっ！,プシッ！プシュううっ！,噗咻！噗咻嗚嗚！,Squirt! Squiiirt!,푸싯! 푸슈우웃!,噗咻！噗咻呜呜！
,,,,,,,
Kei.DLC_BrainWash2-60,,(ぐうっ！私の体ッ、勝手に潮を吹くなあっ♥！),(ぐうっ！私の体ッ、勝手に潮を吹くなあっ♥！),（唔！我的身體、不准擅自潮吹啊♥！）,(Guh! My body is squirting on its own♥!),"(크윽! 내 몸, 멋대로 분수 싸지 마앗♥!)",（唔！我的身体、不准擅自潮吹啊♥！）
,,,,,,,
Kei.DLC_BrainWash2-61,,ズボッ！ズボッ！ズボッ！ズボッ！,ズボッ！ズボッ！ズボッ！ズボッ！,茲啵！茲啵！茲啵！茲啵！,Thrust! Thrust! Thrust! Thrust!,즈봇! 즈봇! 즈봇! 즈봇!,兹啵！兹啵！兹啵！兹啵！
,,,,,,,
Kei.DLC_BrainWash2-62,戦闘員,「おいK22号、イッたらちゃんと上官に報告しろっ！」,「おいK22号、イッたらちゃんと上官に報告しろっ！」,「喂K22號、高潮了要好好跟上官報告！」,"""Hey K22, if you come, report it properly to your superior!""","「어이 K22호, 절정했으면 제대로 상관에게 보고해라!」",「喂K22号、高潮了要好好跟上官报告！」
,Kei debauchery DLC 1-6,,,,,,
Kei.DLC_BrainWash2-63,K22号,「き、きぃっ！今潮吹きでアクメしましたっ♥！」,「き、きぃっ！今潮吹きでアクメしましたっ♥！」,「吱、吱！剛才因為潮吹而高潮了♥！」,"""K-Kyah! I just came and squirted♥!""","「키, 키잇! 지금 분수로 절정했습니다♥!」",「吱、吱！刚才因为潮吹而高潮了♥！」
,,,,,,,
Kei.DLC_BrainWash2-64,,「現在もっ！子宮を突かれるごとに継続的に絶頂しておりますっ♥！！」,「現在もっ！子宮を突かれるごとに継続的に絶頂しておりますっ♥！！」,「現在也是！每次子宮被頂到都在持續高潮中♥！！」,"""Even now! I keep coming with every thrust♥!!""",「현재도! 자궁 찔릴 때마다 계속해서 절정하고 있습니다♥!!」,「现在也是！每次子宫被顶到都在持续高潮中♥！！」
,,,,,,,
Kei.DLC_BrainWash2-65,戦闘員,「よく言えたK22号！褒美だ、一番奥に精液流し込んでやるッ！」,「よく言えたK22号！褒美だ、一番奥に精液流し込んでやるッ！」,「說得很好K22號！這是獎勵，我就把精液灌進妳最深處吧！」,"""Well said, K22! As a reward, I'll fill you up completely with my semen!""","「잘 말했다 K22호! 포상이다, 가장 깊은 곳에 정액 흘려 넣어주마!」",「说得很好K22号！这是奖励，我就把精液灌进你最深处吧！」
,,,,,,,
Kei.DLC_BrainWash2-66,Kei debauchery DLC 1-6,「へえっ？！はいっ、K22号、おまんこ、準備完了でありますっ♥！射精よろしくお願いしますっ♥！」,「へえっ？！はいっ、K22号、おまんこ、準備完了でありますっ♥！射精よろしくお願いしますっ♥！」,「嘿？！是的、K22號、小穴、已經準備萬全了♥！拜託您射精了♥！」,"""Heeh?! Yes, K22 is fully prepared♥! Please proceed to ejaculation♥!""","「헤엣?! 네엣, K22호, 보지, 준비 완료입니다♥! 사정 잘 부탁드립니다♥!」",「嘿？！是的、K22号、小穴、已经准备万全了♥！拜托您射精了♥！」
,,,,,,,
Kei.DLC_BrainWash2-67,,そしてK22号の中で戦闘員のチンポが脈動を激しくした次の瞬間,そしてK22号の中で戦闘員のチンポが脈動を激しくした次の瞬間,接著K22號體內戰鬥員的肉棒脈動變得激烈，下一瞬間,"And in the next moment, the soldier's cock pulsated intensely inside K22.",그리고 K22호 안에서 전투원의 자지가 맥동을 격렬하게 한 다음 순간,接着K22号体内战斗员的肉棒脉动变得激烈，下一瞬间
,,,,,,,
Kei.DLC_BrainWash2-68,,ドクッ！ドクンッ！！,ドクッ！ドクンッ！！,噗滋！噗滋！,Throb! Throb!,도큣! 도쿤!!,噗滋！噗滋！
,,,,,,,
Kei.DLC_BrainWash2-69,,「お゛っ♥！しゃせいいっ♥、おねがいいたしますううっ♥！！」,「お゛っ♥！しゃせいいっ♥、おねがいいたしますううっ♥！！」,「喔♥！請您♥、射精吧啊啊♥！！」,"""Oh♥! Please♥, yes please♥!!""","「오옷 옷♥! 사정잇♥, 부탁드립니다앗♥!!」",「喔♥！请您♥、射精吧啊啊♥！！」
,,,,,,,
