Key,Comment,Japanese,English,Traditional Chinese,Simplified Chinese,Japanese_Steam,English_Steam,Traditional Chinese_Steam,Simplified Chinese_Steam,Korean_Steam
Dialog.Chapter1-2-25,戦闘員,「ふぅ、手間かけさせやがって…おらっ、お前らも手伝えっ！」,"「Phew, you're giving us a lot of trouble... come on, you guys, help me out!」",「呼，真是讓我費了不少功夫…喂，你們也過來幫忙！」,「呼，真是让我费了不少功夫…喂，你们也过来帮忙！」,「ふぅ、手間かけさせやがって…おらっ、お前らも手伝えっ！」,"""That was a lot of work. Hey, a little help please?""",「呼，真是讓我費了不少功夫…喂，你們也過來幫忙！」,「呼，真是让我费了不少功夫…喂，你们也过来帮忙！」,"「후우, 성가시게 하기는… 자! 너희들도 거들어!」"
,,,,,,,,,,
Dialog.Chapter1-2-26,,必死に振りほどこうとするが、更に何人もの戦闘員に体を押さえつけられ、体を動かすことすらままならない。,"She desperately tried to shake them off, but several more combatant held him down and she could not even move her body slightly.",明穗拼命想掙脫，但更多戰鬥員壓住明穗的身體，連動一下都很困難。,明穗拼命想挣脱，但更多战斗员压住明穗的身体，连动一下都很困难。,必死に振りほどこうとするが、更に何人もの戦闘員に体を押さえつけられ、体を動かすことすらままならない。,"While she struggled, several more soldiers piled themselves on top, completely immobilizing her.",明穗拼命想掙脫，但更多戰鬥員壓住明穂的身體，連動一下都很困難。,明穗拼命想挣脱，但更多战斗员压住明穂的身体，连动一下都很困难。,"필사적으로 뿌리치려 하지만, 더욱 많은 전투원에게 몸이 짓눌려, 몸을 움직이는 것조차 여의치 않다."
,,,,,,,,,,
Dialog.Chapter1-2-27,戦闘員,「こうなっちまえばあの聖核戦姫もただのガキだな！」,"「If it comes to this, the Holy Core Battlemaiden is just a little kid afterall!」",一旦變成這樣，就算是聖核戰姫果然也只是個小鬼嘛！,一旦变成这样，就算是圣核战姫果然也只是个小鬼嘛！,「こうなっちまえばあの聖核戦姫もただの女だな！」,"""The Holy Core Battlemaiden is just a woman when she can't move!""",一旦變成這樣，就算是聖核戰姫果然也只是個女人嘛！,一旦变成这样，就算是圣核战姫果然也只是个女人嘛！,「이렇게 되면 성핵전희도 그냥 여자일 뿐이군!」
,,,,,,,,,,
Dialog.Chapter1-2-28,明穂,「うぐぅ、このっ…！」,"「Ugh, you son of a...!」",「嗚咕...」,「呜咕...」,「うぐぅ、このっ…！」,"""Ugh, you...""",「嗚咕...」,「呜咕...」,"「으윽, 이 자식…!」"
,,,,,,,,,,
Dialog.Chapter1-2-29,,戦闘員の大きな腕が明穂の胸を鷲掴みにする。,One of the combatant's grab Akiho's chest with his large arm.,戰鬥員的粗大手臂緊緊抓住明穗的胸部。,战斗员的粗大手臂紧紧抓住明穗的胸部。,戦闘員の大きな腕が明穂の胸を鷲掴みにする。,A big hand grabbed Akiho's breast.,戰鬥員的粗大手臂緊緊抓住明穗的胸部。,战斗员的粗大手臂紧紧抓住明穗的胸部。,전투원의 커다란 팔이 아키호의 가슴을 움켜쥔다.
,,,,,,,,,,
Dialog.Chapter1-2-30,Akiho2-2,「ひぁっ、やめてっ！」,"「Ahhh, stop!」",「呀！住手！」,「呀！住手！」,「ひぁっ、やめてっ！」,"""Agh! Stop!""",「呀！住手！」,「呀！住手！」,"「히약, 놔!」"
,,,,,,,,,,
Dialog.Chapter1-2-31,戦闘員,「うっわ柔らかっ、明穂ちゃんこんな大きなおっぱいで変身ヒロインやってたんだね」,"「Wow, how soft, Akiho-chan, were you really doing Holy Core Battlemaiden with such big tits!?」",「哇，好軟啊，明穗醬你擁有這麼大的胸部還當什麼聖核戰姬啊？」,「哇，好软啊，明穗酱你拥有这么大的胸部还当什么圣核战姬啊？」,「うっわ柔らかっ、明穂ちゃんこんな大きなおっぱいで変身ヒロインやってたんだね」,"""So soft! You've been transforming into heroes with boobs this big, huh?""",「哇，好軟啊，明穗醬妳擁有這麼大的胸部還當什麼聖核戰姬啊？」,「哇，好软啊，明穗酱你拥有这么大的胸部还当什么圣核战姬啊？」,"「우왓 말랑해! 아키호쨩, 이렇게 큰 젖으로 변신 히로인 하고 있었구나.」"
,,,,,,,,,,
Dialog.Chapter1-2-32,戦闘員,「明穂ちゃんもう負けたんだから…無駄に抵抗しないほうがいいよ？」,"「Akiho-chan, you've already lost...you shouldn't waste your time resisting, okay?」",「明穗醬妳既然都已經輸了，還是不要做無謂的抵抗比較好哦？」,「明穗酱你既然都已经输了，还是不要做无谓的抵抗比较好哦？」,「明穂ちゃんもう負けたんだから…無駄に抵抗しないほうがいいよ？」,"""You already lost, so there's no point struggling.""",「明穗醬妳既然都已經輸了，還是不要做無謂的抵抗比較好哦？」,「明穗酱妳既然都已经输了，还是不要做无谓的抵抗比较好哦？」,"「아키호쨩, 이제 졌으니까… 쓸데없이 저항 안 하는 게 좋을걸?」"
,,,,,,,,,,
Dialog.Chapter1-2-33,,そういうと、戦闘員が常人と比べて遥かに大きな剛直を明穂の尻に押し付ける,"That said, the combatant presses a abnormally larger stuff against Akiho's buttocks.",一邊這麼說著，戰鬥員一邊將比常人巨大得多的堅硬之物壓在明穗的臀部上。,一边这么说著，战斗员一边将比常人巨大得多的坚硬之物压在明穗的臀部上。,そういうと、戦闘員が常人と比べて遥かに大きな剛直を明穂の尻に押し付ける,"The soldier then pressed against Akiho's butt with his erect member, which was far bigger than most people's.",一邊這麼說著，戰鬥員一邊將比常人巨大得多的堅硬之物壓在明穗的臀部上。,一边这么说著，战斗员一边将比常人巨大得多的坚硬之物压在明穗的臀部上。,"그렇게 말하며, 전투원이 일반인과 비교해 훨씬 큰 강직한 물건을 아키호의 엉덩이에 문지른다."
,,,,,,,,,,
Dialog.Chapter1-2-34,明穂,「ひぃっ―――！」,「Hyaa...!」,「咿―――！」,「咿―――！」,「ひぃっ―――！」,"""Aghhhh!""",「咿―――！」,「咿―――！」,「히익―――!」
,,,,,,,,,,
Dialog.Chapter1-2-35,,明穂の感情が恐怖に支配される。,Fear grips Akiho's emotions.,明穗的感情被恐懼所支配。,明穗的感情被恐惧所支配。,明穂の感情が恐怖に支配される。,Akiho was terrified.,明穗瞬間被恐懼所支配。,明穗的感情被恐惧所支配。,아키호의 감정이 공포에 지배당한다.
,,,,,,,,,,
Dialog.Chapter1-2-36,戦闘員,「大丈夫大丈夫、殺しやしねえから。」,"「Calm down, don't worry, we won't kill you.」",「沒事沒事，我們不會殺了妳的啦。」,「没事没事，我们不会杀了你的啦。」,「大丈夫大丈夫、殺しやしねえから。」,"""Don't worry, we won't kill you or anything.""",「沒事沒事，我們不會殺了妳的啦。」,「没事没事，我们不会杀了你的啦。」,"「괜찮아 괜찮아, 죽이지는 않을 테니까.」"
,,,,,,,,,,
Dialog.Chapter1-2-37,戦闘員,「そうそう、諦めて楽になっちゃおうぜ？」,"「Oh yeah, let's just give up and have some fun, shall we?'」",「對啊，乾脆放棄讓自己輕鬆一點吧？」,「对啊，干脆放弃让自己轻松一点吧？」,「そうそう、諦めて楽になっちゃおうぜ？」,"""Just give up and enjoy.""",「對啊，乾脆放棄讓自己輕鬆一點吧？」,「对啊，干脆放弃让自己轻松一点吧？」,"「그래그래, 포기하고 편해지자고?」"
,,,,,,,,,,
Dialog.Chapter1-2-38,Akiho 2-3,そういうと明穂の股下に戦闘員の剛直が差し込まれ、手には別の戦闘員の物を握らされる,"Then, a combatant's stuff is inserted into Akiho's crotch, and another combatant's is placed in her hand.",說著，明穗的胯下被戰鬥員的東西插入，手中則被強迫握住另一個戰鬥員的東西。,说著，明穗的胯下被战斗员的东西插入，手中则被强迫握住另一个战斗员的东西。,そういうと明穂の股下に戦闘員の剛直が差し込まれ、手には別の戦闘員の物を握らされる,The soldier dry-humped Akiho's crotch as the others stuff her hands with their own hardness,說著，明穗的胯下被戰鬥員的東西插入，手中則被強迫握住另一個戰鬥員的東西。,说著，明穗的胯下被战斗员的东西插入，手中则被强迫握住另一个战斗员的东西。,"그렇게 말하며 아키호의 가랑이 사이에 전투원의 단단한 물건이 끼워지고, 손에는 다른 전투원의 것을 쥐여준다."
,,,,,,,,,,
Dialog.Chapter1-2-39,明穂,「ひっ、いやっ、いやいやいやいやっ！」,"「Eek― No, no no!」",「咿，不要，不要不要不要不要！」,「咿，不要，不要不要不要不要！」,「ひっ、いやっ、いやいやいやいやっ！」,"""Aghhh! No! Nooooo!""",「咿，不要，不要不要不要不要！」,「咿，不要，不要不要不要不要！」,"「히익, 싫어! 싫어싫어싫어!」"
,,,,,,,,,,
Dialog.Chapter1-2-40,,股下を熱した棒のようなちんぽが往復するたび、不快な感触が体を駆け巡る,"Every time the hot stick moves back and forth between her legs, an uncomfortable sensation runs through Akiho's body.",每當胯下被一根像燒熱的棒子般的陰莖來回摩擦時，不快的感覺就遍佈全身。,每当胯下被一根像烧热的棒子般的阴茎来回摩擦时，不快的感觉就遍布全身。,股下を熱した棒のようなちんぽが往復するたび、不快な感触が体を駆け巡る,"As the hot cock rubbed her crotch, the disgust spread throughout her body.",每當胯下被一根像燒熱的棒子般的陰莖來回摩擦時，不快的感覺就遍佈全身。,每当胯下被一根像烧热的棒子般的阴茎来回摩擦时，不快的感觉就遍布全身。,"가랑이 사이를 뜨거운 막대기 같은 자지가 왕복할 때마다, 불쾌한 감촉이 온몸을 훑는다"
,,,,,,,,,,
Dialog.Chapter1-2-41,Akiho2-4,「…うっ、やぁっ♥」,「Ugh...oh no!」,「…嗚，呀♥」,「…呜，呀♥」,「…うっ、やぁっ♥」,"""Ahhh... Nnnn...♥""",「…嗚，呀♥」,「…呜，呀♥」,"「…윽, 아앗♥」"
,,,,,,,,,,
Dialog.Chapter1-2-42,,全身に力を入れ何とか逃れようとするが、体力を消耗するだけで手足を動かすことすらかなわない,"She tries to escape with all the strength she have left, but she is just wasting stamina.",全身明穗試圖用力掙脫，但只是白費力氣，就算耗光僅剩的體力四肢都依然無法動彈。,全身明穗试图用力挣脱，但只是白费力气，就算耗光仅剩的体力四肢都依然无法动弹。,全身に力を入れ何とか逃れようとするが、体力を消耗するだけで手足を動かすことすらかなわない,"She tried to get up and run away, but it was only wasting what little stamina she had left, and she could barely move.",明穗試圖用力掙脫，但只是白費力氣，耗光僅剩的體力，四肢卻依然無法動彈。,全身明穗试图用力挣脱，但只是白费力气，就算耗光仅剩的体力四肢都依然无法动弹。,"온몸에 힘을 주어 어떻게든 벗어나려 하지만, 체력을 소모할 뿐 손발을 움직이는 것조차 불가능하다"
,,,,,,,,,,
Dialog.Chapter1-2-43,戦闘員,「オラッ、一方的に蹂躙される気分はどうだ？これまで俺達にやってきた分全部返させてもらうからなぁ？」,"「Hey, how's it feel to be unilaterally overrun? We're going to make you pay back for everything you've done for us, okay?」",「喂，被單方面蹂躪的感覺如何啊？到目前為止你對我們做的那些，我們要全部討回來哦？」,「喂，被单方面蹂躏的感觉如何啊？到目前为止你对我们做的那些，我们要全部讨回来哦？」,「オラッ、一方的に蹂躙される気分はどうだ？これまで俺達にやってきた分全部返させてもらうからなぁ？」,"""How does it feel to be violated? We're going to get back at you for everything you've done to us!""",「喂，被單方面蹂躪的感覺如何啊？到目前為止妳對我們做的那些，我們要全部討回來哦？」,「喂，被单方面蹂躏的感觉如何啊？到目前为止你对我们做的那些，我们要全部讨回来哦？」,「자! 일방적으로 유린당하는 기분은 어떠냐? 지금까지 우리에게 했던 짓 전부 돌려받을 테니까!」
,,,,,,,,,,
Dialog.Chapter1-2-44,戦闘員,「明穂ちゃんこんな大きいおっぱいで聖核戦姫はやっぱり向いてなかったね。俺達のアジトでこれからもっと楽しい仕事しようね」,"「Akiho-chan, with such big tits, the Holy Core Battlemaiden is not suitable for you. Let's have more fun at our hideout from now on.」",「明穗醬有這麼大的胸部，果然不適合當聖核戰姬啊。從今以後在我們的老巢裡一起做更有趣的工作吧。」,「明穗酱有这么大的胸部，果然不适合当圣核战姬啊。从今以后在我们的老巢里一起做更有趣的工作吧。」,「明穂ちゃんこんな大きいおっぱいで聖核戦姫はやっぱり向いてなかったね。俺達のアジトでこれからもっと楽しい仕事しようね」,"""With such huge boobs, I don't think you made a very good Holy Core Battlemaiden. Come to our secret hideout and you'll have lots of fun there.""",「明穗有這麼大的胸部，果然不適合當聖核戰姬啊。從今以後在我們的基地裡一起做更有趣的工作吧。」,「明穗酱有这么大的胸部，果然不适合当圣核战姬啊。从今以后在我们的老巢里一起做更有趣的工作吧。」,"「아키호쨩, 이렇게 큰 젖으로 성핵전희는 역시 안 어울렸어. 우리 아지트에서 이제부터 더 즐거운 일 하자.」"
,,,,,,,,,,
Dialog.Chapter1-2-45,,戦闘員の一人は明穂の乳首を執拗に攻め立て、一人は尻を激しく揉み、全身を男たちに弄ばれる,"One of the combatant relentlessly attacked Akiho's nipples, another rubbed her ass hard, and her whole body was played by the men.",戰鬥員之一執拗地攻擊明穗的乳頭，另一人則用力揉搓她的臀部，全身都被男人們玩弄。,战斗员之一执拗地攻击明穗的乳头，另一人则用力揉搓她的臀部，全身都被男人们玩弄。,戦闘員の一人は明穂の乳首を執拗に攻め立て、一人は尻を激しく揉み、全身を男たちに弄ばれる,A soldier played with Akiho's nipples while another fondled her butt cheeks. Her whole body was being played with by the soldiers.,一名戰鬥員執拗地攻擊明穗的乳頭，另一名則用力揉搓她的臀部，全身都被男人們玩弄。,战斗员之一执拗地攻击明穗的乳头，另一人则用力揉搓她的臀部，全身都被男人们玩弄。,"전투원 중 하나는 아키호의 유두를 집요하게 공격하고, 하나는 엉덩이를 격렬하게 주무르며, 온몸을 남자들에게 희롱당한다"
,,,,,,,,,,
Dialog.Chapter1-2-46,明穂,「ひっ、やっあっ、ああっ♥」,「Hee... aaaah.. no!♥」,「咿、呀、啊♥」,「咿、呀、啊♥」,「ひっ、やっあっ、ああっ♥」,"""Hnnn... Ahhh... Ahaaaaaa...♥""",「咿、呀、啊♥」,「咿、呀、啊♥」,"「힉, 아앗, 아앗♥」"
,,,,,,,,,,
Dialog.Chapter1-2-47,,パシュウウウウウウ……,Pssssshhhhhh...,咻───,咻───,パシュウウウウウウ……,Psshhhh...,咻───,咻───,파슈우우우우우우……
,,,,,,,,,,
Dialog.Chapter1-2-48,Akiho2-5,そして明穂の体からピンク色の光が立ち上り、ついに変身が解除される。,A pink light rises from Akiho's body and the transformation ended.,明穗的身上升起了一股粉紅色的光芒，終於，變身被解除了。,明穗的身上升起了一股粉红色的光芒，终于，变身被解除了。,そして明穂の体からピンク色の光が立ち上り、ついに変身が解除される。,Akiho's body glowed pink and the transformation was undone.,這時候明穗的身上升起了一股粉紅色的光芒，變身被解除了。,明穗的身上升起了一股粉红色的光芒，终于，变身被解除了。,"그리고 아키호의 몸에서 분홍색 빛이 피어오르며, 마침내 변신이 해제된다."
,,,,,,,,,,
Dialog.Chapter1-2-49,明穂,「…っ！そんなっ！」,「.....! No way!」,「…！怎麼會這樣！」,「…！怎么会这样！」,「…っ！そんなっ！」,"""N-No way!""",「…！怎麼會這樣！」,「…！怎么会这样！」,「…윽! 그럴 수가!」
,,,,,,,,,,
Dialog.Chapter1-2-50,戦闘員,「おいおい、変身が解けちまったなぁ？これで完全決着だな！」,"「Oh, you can't transform anymore? Now it's over!」",「哎呀，變身解除了啊？這下子你算是徹底完蛋了吧！」,「哎呀，变身解除了啊？这下子你算是彻底完蛋了吧！」,「おいおい、変身が解けちまったなぁ？これで完全決着だな！」,"""You un-transformed? This is it!""",「哎呀，變身解除了啊？這下子妳算是徹底完蛋了吧！」,「哎呀，变身解除了啊？这下子你算是彻底完蛋了吧！」,"「어이어이, 변신이 풀려버렸네? 이걸로 완전 끝장이군!」"
,,,,,,,,,,
Dialog.Chapter1-2-51,,聖核戦姫である明穂も変身が解ければただの非力な少女であり、今や抵抗する手段は完全に失われた。,"Akiho, the Holy Core Battlemaiden, is just an impotent girl once her transformation is disarmed, and now she has completely lost her means of resistance.",就算是身為聖核戰姬的明穗，一旦變身解除，就只是一個無力的少女，如今已完全失去了抵抗的手段。,就算是身为圣核战姬的明穗，一旦变身解除，就只是一个无力的少女，如今已完全失去了抵抗的手段。,聖核戦姫である明穂も変身が解ければただの非力な少女であり、今や抵抗する手段は完全に失われた。,"Without her suit, she was just an ordinary girl. She had lost her last line of defense.",一旦變身解除，就算是身為聖核戰姬的明穂，也就只是一個無力少女，如今已完全失去了抵抗的手段。,就算是身为圣核战姬的明穂，一旦变身解除，就只是一个无力的少女，如今已完全失去了抵抗的手段。,"성핵전희인 아키호도 변신이 풀리면 그저 무력한 소녀일 뿐이며, 이제 저항할 수단은 완전히 사라졌다."
,,,,,,,,,,
Dialog.Chapter1-2-52,明穂,「やだっ、誰かっ、助け――――」,"「No, please help me... Help ――――.」",「不要啊，有人嗎，救――――」,「不要啊，有人吗，救――――」,「やだっ、誰かっ、助け――――」,"""No! Someone please help!""",「不要啊，有人嗎，救――――」,「不要啊，有人吗，救――――」,"「싫어, 누가, 도와줘――――」"
,,,,,,,,,,
Dialog.Chapter1-2-53,,自分が完全に敗北したことを悟った明穂は、朦朧とする意識の中で外に助けを求める。,"Akiho, realizing that she has been completely defeated, calls for help outside in her foggy consciousness.",意識到自己現在已經是完全敗北狀態的明穗，在逐漸模糊的意識中向外尋求幫助。,意识到自己现在已经是完全败北状态的明穗，在逐渐模糊的意识中向外寻求帮助。,自分が完全に敗北したことを悟った明穂は、朦朧とする意識の中で外に助けを求める。,"Akiho finally realized that she was completely defeated, and called out for help.",意識到自己現在已經是完全敗北狀態的明穂，在逐漸模糊的意識中向外尋求幫助。,意识到自己现在已经是完全败北状态的明穂，在逐渐模糊的意识中向外寻求帮助。,"자신이 완전히 패배했음을 깨달은 아키호는, 몽롱한 의식 속에서 밖으로 도움을 청한다."
,,,,,,,,,,
Dialog.Chapter1-2-54,,「無駄無駄。ここは俺達しか知らない地下空間なんだから誰も来ないよ。」,"「No, no way. We're the only ones who know about this underground space, so no one will come here.」",「沒用的。這裡是只有我們知道的地下空間，沒有人會來的。」,「没用的。这里是只有我们知道的地下空间，没有人会来的。」,「無駄無駄。ここは俺達しか知らない地下空間なんだから誰も来ないよ。」,"""That's not going to do anything. This underground space is only known to us, so no one will be coming to save you.""",「沒用的。這裡是只有我們知道的地下空間，沒有人會來的。」,「没用的。这里是只有我们知道的地下空间，没有人会来的。」,「소용없어 소용없어. 여긴 우리밖에 모르는 지하 공간이니까 아무도 안 와.」
,,,,,,,,,,
Dialog.Chapter1-2-55,,そういうと、明穂は股下にチンポを突っ込んでいた戦闘員に両足を抱えられ持ち上げられた,"With that, Akiho was lifted up and held by both legs by the combatant who had his cock shoved in his crotch.",說著，明穗被一個將陰莖插入她股下的戰鬥員抱住雙腿並舉了起來。,说著，明穗被一个将阴茎插入她股下的战斗员抱住双腿并举了起来。,そういうと、明穂は股下にチンポを突っ込んでいた戦闘員に両足を抱えられ持ち上げられた,The soldier that was rubbing his cock against Akiho's crotch raised her legs.,說著，明穗被一個將陰莖插到她股下的戰鬥員抱住雙腿並舉了起來。,说著，明穗被一个将阴茎插入她股下的战斗员抱住双腿并举了起来。,"그렇게 말하며, 아키호는 가랑이에 자지를 쑤셔 넣고 있던 전투원에게 양다리를 잡혀 들어 올려졌다"
,,,,,,,,,,
Dialog.Chapter1-2-56,,「じゃあいよいよ明穂ちゃん完全敗北記念に、明穂ちゃんの処女もらっちゃいま～す！」,"「Finally, I'm going to take Akiho-chan's virginity to commemorate her complete defeat!」",「那麼，為了紀念明穗醬的徹底敗北，現在就來拿走明穗醬的處女吧～！」,「那么，为了纪念明穗酱的彻底败北，现在就来拿走明穗酱的处女吧～！」,「じゃあいよいよ明穂ちゃん完全敗北記念に、明穂ちゃんの処女もらっちゃいま～す！」,"""To commemorate defeating you, I will now take your virginity!""",「那麼，為了紀念明穗醬的徹底敗北，現在就來拿走明穗的處女吧～！」,「那么，为了纪念明穗酱的彻底败北，现在就来拿走明穗酱的处女吧～！」,"「자, 드디어 아키호쨩 완전 패배 기념으로, 아키호쨩의 처녀 받아 가겠습니다~!」"
,,,,,,,,,,
Dialog.Chapter1-2-57,,「じゃあ俺は後ろの穴にぶち込んでやる。散々コイツにぶっ飛ばされたからな、これくらいは許されるだろ」,"「I'm going to put mine the other hole. She's beaten me up so many times, I think she'll forgive me with this.」",「那我就插進後面的洞吧。畢竟被這傢伙狠狠揍過這麼多次，這種程度的話會被原諒的吧。」,「那我就插进后面的洞吧。毕竟被这家伙狠狠揍过这么多次，这种程度的话会被原谅的吧。」,「じゃあ俺は後ろの穴にぶち込んでやる。散々コイツにぶっ飛ばされたからな、これくらいは許されるだろ」,"""I'll take the other hole, then. They'll forgive us because she really did give us a hard time.""",「那我就插進後面的洞吧。畢竟被這傢伙狠狠揍過這麼多次，這種程度的話會被原諒的吧。」,「那我就插进后面的洞吧。毕竟被这家伙狠狠揍过这么多次，这种程度的话会被原谅的吧。」,"「그럼 난 뒤쪽 구멍에 박아주지. 실컷 이놈한테 얻어맞았으니까, 이 정도는 용서받겠지.」"
,,,,,,,,,,
Dialog.Chapter1-2-58,,「明穂ちゃん、戦闘員は沢山いるから頑張ってね？」,"「Akiho-chan, there are plenty of combatant out there, so good luck with that, okay?」",「明穗醬，戰鬥員還有很多，所以要加油哦？」,「明穗酱，战斗员还有很多，所以要加油哦？」,「明穂ちゃん、戦闘員は沢山いるから頑張ってね？」,"""There are many of us, so you better keep up!""",「明穗醬，戰鬥員還有很多，所以要加油哦？」,「明穗酱，战斗员还有很多，所以要加油哦？」,"「아키호쨩, 전투원은 잔뜩 있으니까 힘내라고?」"
,,,,,,,,,,
Dialog.Chapter1-2-59,明穂,「ひぁっ、むりいっ！おろしてっ！」,"「No, I can't! Put me down!」",「嗚嗚，我不行了！放我下來！」,「呜呜，我不行了！放我下来！」,「ひぁっ、むりいっ！おろしてっ！」,"""Nnnnnn... No! Let me down!""",「嗚嗚，我不行了！快放我下來！」,「呜呜，我不行了！放我下来！」,"「히약, 무리잇! 내려줘!」"
,,,,,,,,,,
Dialog.Chapter1-2-60,,これから訪れる未来を察して、明穂の思考が絶望に染まる,"Think ahead of what is to come, Akiho's thoughts are tinged with despair.",明穗本能的預感到即將到來的未來，她的思緒被絕望所染黑。,明穗本能的预感到即将到来的未来，她的思绪被绝望所染黑。,これから訪れる未来を察して、明穂の思考が絶望に染まる,Desperation overwhelmed Akiho when she thought about what would happen to her.,明穗本能地查覺到即將到來的未來，她的思緒被絕望所染黑。,明穗本能地查觉到即将到来的未来，她的思绪被绝望所染黑。,"이제부터 닥쳐올 미래를 감지하고, 아키호의 사고가 절망으로 물든다"
,,,,,,,,,,
Dialog.Chapter1-2-61,,そして脳裏に浮かんだのは親友の姿だった,"And in her mind's eye, she saw her best friend.",而此時在她腦海中浮現的，是親友的身影。,而此时在她脑海中浮现的，是亲友的身影。,そして脳裏に浮かんだのは親友の姿だった,And then her friend came to mind.,而此時在她腦海中浮現的，是親友的身影。,而此时在她脑海中浮现的，是亲友的身影。,그리고 뇌리에 떠오른 것은 친구의 모습이었다
,,,,,,,,,,
Dialog.Chapter1-2-62,,「助けてっ、六花―――――――…………」,"「Help me, Rikka. ―――――――...... ......」",「救救我，六花―――――――…………」,「救救我，六花―――――――…………」,「助けてっ、六花―――――――…………」,"""Help me, Rikka...""",「救救我，六花―――――――…………」,「救救我，六花―――――――…………」,"「도와줘, 릿카―――――――…………」"
,,,,,,,,,,
Dialog.Chapter1-2-63,,明穂の意識はそこで途絶えた,Akiho's consciousness ceased there.,明穗的意識就此斷絕了。,明穗的意识就此断绝了。,明穂の意識はそこで途絶えた,Then Akiho lost consciousness.,明穗的意識就此斷絕了。,明穗的意识就此断绝了。,아키호의 의식은 거기서 끊겼다
,廃屋,,,,,,,,,
Dialog.Chapter1-2-64,戦闘員,「…あれ、気絶しちゃった？まだチンポ入れてねえのに。」,"「Oh, did she pass out? I haven't even put my dick in yet.」",「…咦，昏過去了？我還沒插進去耶。」,「…咦，昏过去了？我还没插进去耶。」,「…あれ、気絶しちゃった？まだチンポ入れてねえのに。」,"""She passed out? I haven't even put it in!""",「…咦，昏過去了？我還沒插進去耶。」,「…咦，昏过去了？我还没插进去耶。」,"「…어라, 기절했나? 아직 자지도 안 넣었는데.」"
,,,,,,,,,,
Dialog.Chapter1-2-65,,明穂の体は脱力し、戦闘員たちによってされるがままになっていた,Akiho's body was weak and at the mercy of the combatants.,明穗的身體失去了力氣，任由戰鬥員們擺布。,明穗的身体失去了力气，任由战斗员们摆布。,明穂の体は脱力し、戦闘員たちによってされるがままになっていた,Akiho's body went limp and the soldiers did whatever they wanted.,明穗的身體失去了力氣，任由戰鬥員們擺布。,明穗的身体失去了力气，任由战斗员们摆布。,"아키호의 몸은 힘이 빠져, 전투원들에게 농락당할 뿐이었다"
,,,,,,,,,,
Dialog.Chapter1-2-66,戦闘員,「そのくらいにしておけ。後でいくらでも楽しめるんだ。下手に傷をつけたらどんな処分になるかわからん」,"「Leave it at that, you can enjoy it as much as you want later. I don't know what kind of punishment we would get if we scratched her.」",「差不多這樣就行了吧。之後有的是機會享樂。要是隨便弄傷了她，不知道會受到什麼樣的處罰啊。」,「差不多这样就行了吧。之后有的是机会享乐。要是随便弄伤了她，不知道会受到什么样的处罚啊。」,「そのくらいにしておけ。後でいくらでも楽しめるんだ。下手に傷をつけたらどんな処分になるかわからん」,"""That's enough, we can enjoy her later as much as we want. Also, I don't know what the punishments are if we accidentally hurt her.""",「差不多這樣就行了吧。之後有的是機會享樂。要是隨便弄傷了她，不知道會受到什麼樣的處罰啊。」,「差不多这样就行了吧。之后有的是机会享乐。要是随便弄伤了她，不知道会受到什么样的处罚啊。」,「그쯤 해둬라. 나중에 얼마든지 즐길 수 있다. 함부로 상처 입혔다간 어떤 처분을 받을지 몰라.」
,,,,,,,,,,
Dialog.Chapter1-2-67,,「作戦の第一段階は成功だ！これよりターゲットを拘束し、本部に帰還する！」,「The first phase of the operation was a success! We now have the target in custody and will return to headquarters!」,「作戰的第一階段成功了！從現在起將目標拘束，回到本部！」,「作战的第一阶段成功了！从现在起将目标拘束，回到本部！」,「作戦の第一段階は成功だ！これよりターゲットを拘束し、本部に帰還する！」,"""The first phase was a success! We will now restrict the target and return to the headquarters!""",「作戰的第一階段成功了！從現在起將目標拘束，回到本部！」,「作战的第一阶段成功了！从现在起将目标拘束，回到本部！」,"「작전 제1단계는 성공이다! 지금부터 타겟을 구속하고, 본부로 귀환한다!」"
,,,,,,,,,,
Dialog.Chapter1-2-68,,敗北した笹谷明穂は全身を拘束され、戦闘員に担がれ闇の中へと消えていくのだった―――,Defeated Sasaya Akiho was bound all over and carried by the combatants into the darkness.,敗北的笹谷明穗全身被拘束，被戰鬥員扛著消失在黑暗之中―――,败北的笹谷明穗全身被拘束，被战斗员扛著消失在黑暗之中―――,敗北した笹谷明穂は全身を拘束され、戦闘員に担がれ闇の中へと消えていくのだった―――,"A defeated Akiho Sasaya was tied up, and taken into the darkness by the soldiers...",失敗的笹谷明穗全身被拘束，被戰鬥員扛著消失在黑暗之中―――,败北的笹谷明穗全身被拘束，被战斗员扛著消失在黑暗之中―――,패배한 사사야 아키호는 온몸이 구속된 채 전투원에게 둘러메여 어둠 속으로 사라져 갔다―――
