Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,Korean_Steam,English_Steam,Simplified Chinese_Steam
,,戦闘終了,戦闘終了,戰鬥結束,戦闘終了,전투 종료,Combat Ends,战斗结束
,アジト,,,,,,,
Dialog.Chapter4-3-14,京,「――――降参だ。もう攻撃はしない」,「――――降参だ。もう攻撃はしない」,「――――我投降。我不會再攻擊了。」,"""I give up ――――. No more attacks.""",「――――항복이다. 이제 공격은 하지 않아」,"""...I give up. I'm not attacking anymore.""",「――――我投降。我不会再攻击了。」
,,,,,,,,
Dialog.Chapter4-3-15,005号,「ハアッ、ハアッ、…！？、触手怪人！直ちに猫宮京を拘束してください！」,「ハアッ、ハアッ、…！？、触手怪人！直ちに猫宮京を拘束してください！」,「哈啊、哈啊……！？ 觸手怪人！立刻把貓宮京拘束起來！」,"""Hah, hah, hah...! !"", tentacle monster! Immediately restrain Nekomiya Kei!""","「하앗, 하앗, …!?, 촉수 괴인! 즉시 네코미야 케이를 구속하십시오!」","""Huff... Puff... Tentacle Man, capture Kei Nekomiya now!""",「哈啊、哈啊……！？ 触手怪人！立刻把猫宫京拘束起来！」
,,,,,,,,
Dialog.Chapter4-3-16,触手怪人,「……っ、了解した！」,「……っ、了解した！」,「……明白！」,"""......, got it!""","「……윽, 알겠다!」","""R-Roger that!""",「……明白！」
,暗転,,,,,,,
,Kei story 2-1,,,,,,,
Dialog.Chapter4-3-17,,京は怪人の触手によって全身をがっちりと拘束される,京は怪人の触手によって全身をがっちりと拘束される,京被怪人的觸手死死纏住，整個身體動彈不得。,Kei's entire body is tightly bound by the monster's tentacles.,케이는 괴인의 촉수에 의해 온몸이 단단히 구속된다,Kei was immediately wrapped up in tentacles.,京被怪人的触手死死缠住，整个身体动弹不得。
,,,,,,,,
Dialog.Chapter4-3-18,触手怪人,「このメスガキッ、散々アジトをめちゃくちゃにしやがって！もう逃げられると思うなよ！」,「このクソメスがッ、散々アジトをめちゃくちゃにしやがって！もう逃げられると思うなよ！」,「妳這臭女人，把我們的基地搞得一團亂！別以為還能跑得掉！」,"You little bitch, you've made a mess of our hideout! Don't think you can get away with this!""","「이 망할 암컷이, 실컷 아지트를 엉망으로 만들고! 이제 도망칠 수 있다고 생각하지 마라!」","""You bratty little girl, messing up our hideout just like that! Don't think you can get away from us!""",「你这臭女人，把我们的据点搞得一团乱！别以为还能跑得掉！」
,,,,,,,,
Dialog.Chapter4-3-19,京,「ああ。これ以上戦い続けても勝ち目は薄そうだったからね。無駄なことはしないさ」,「ああ。これ以上戦い続けても勝ち目は薄そうだったからね。無駄なことはしないさ」,「嗯。就算再打下去我的勝算也不高，我不喜歡做無謂的掙扎。」,"I was just too weak to fight any longer. ""Yeah. It didn't look like I was going to win if I kept fighting. I'm not going to waste my time.""",「아아. 이 이상 싸워봤자 승산이 희박해 보였으니까. 쓸데없는 짓은 하지 않아」,"""Yeah, I won't do anything stupid. Not like I could win even if I kept going anyway.""",「嗯。就算再打下去我的胜算也不高，我不喜欢做无谓的挣扎。」
,,,,,,,,
Dialog.Chapter4-3-20,005号,「…っ、とにかく早く猫宮京を無力化してください！中央司令部は速やかに移動を！これ以上何をされるかわかりません！」,「…っ、とにかく早く猫宮京を無力化してください！中央司令部は速やかに移動を！これ以上何をされるかわかりません！」,「…總之先儘快掠奪貓宮京的行動能力！立刻轉移中央司令部！再拖下去不知道她還會做什麼！」,"""...anyway, please neutralize Nekomiya Kei as soon as possible! The Central Command must move quickly! I don't know what more they can do to us!""","「…윽, 어쨌든 빨리 네코미야 케이를 무력화하십시오! 중앙 지령부는 신속히 이동을! 이 이상 뭘 당할지 모릅니다!」","""...Neutralize Kei Nekomiya now! Move the Central Command immediately, anything could happen next!""",「…总之先尽快掠夺猫宫京的行动能力！立刻转移中央司令部！再拖下去不知道她还会做什么！」
,,,,,,,,
Dialog.Chapter4-3-21,触手怪人,「ああっ、承知した。これだけの被害を出されたのだ、この我々を舐め腐ったメスガキを徹底的に教育せねばな！」,「ああっ、承知した。これだけの被害を出されたのだ、この我々を舐め腐った聖核戦姫を徹底的に教育せねばな！」,「啊啊，知道了。既然讓我們蒙受這麼大的損失，就得好好「教訓」一下這個把我們看扁的聖核戰姫才行呢！」,"""Ah, yes, I understand. After all this damage has been done, we must thoroughly educate this little bitch who licked us!""","「아아, 알았다. 이만큼의 피해를 입힌 것이다, 우리를 깔본 성핵전희를 철저히 교육해야지!」","""Understood. We will have to re-educate the Holy Core Battlemaidens that wrecked our place.""",「啊啊，知道了。既然让我们蒙受这么大的损失，就得好好「教训」一下这个把我们看扁的圣核战姫才行呢！」
,,,,,,,,
Dialog.Chapter4-3-22,京,「こうなった以上無駄な抵抗はしないさ。お手柔らかに頼むよ。」,「こうなった以上無駄な抵抗はしないさ。お手柔らかに頼むよ。」,「既然事已至此我也不打算做多餘的抵抗了。還請手下留情喔。」,I'm not going to waste my breath now that it's come to this. Please be gentle with me.,「이렇게 된 이상 쓸데없는 저항은 하지 않아. 살살 부탁해.」,"""I will not resist. Please be gentle.""",「既然事已至此我也不打算做多余的抵抗了。还请手下留情喔。」
,,,,,,,,
Dialog.Chapter4-3-23,触手怪人,「……この期に及んでまだ余裕な態度を崩さないとは…！グフフッ、そのすまし顔がいつまで続くか楽しみだ！」,「……この期に及んでまだ余裕な態度を崩さないとは…！グフフッ、そのすまし顔がいつまで続くか楽しみだ！」,「……這都什麼情況了，她還是一副很從容的樣子……！咕呵呵，就看看那張若無其事的臉能維持到什麼時候吧！」,"""...... I can't believe you still have a relaxed attitude at this stage of the game...! I can't wait to see how long you can keep that smug look on your face!""","「……이 지경에 이르러서도 아직 여유로운 태도를 잃지 않다니…! 크흐흐, 그 새침한 얼굴이 언제까지 갈지 기대되는군!」","""...Still acting like you know what's going on, huh? I wonder how long you can keep up that look on your face!""",「……这都什么情况了，她还是一副很从容的样子……！咕呵呵，就看看那张若无其事的脸能维持到什么时候吧！」
,Kei　story2-2,,,,,,,
Dialog.Chapter4-3-24,,触手怪人は京の小さな口に触手をねじ込む,触手怪人は京の口に触手をねじ込む,觸手怪人伸出一條觸手，粗暴地捂住了京的嘴。,The tentacle monster screws its tentacles into Kei's tiny mouth.,촉수 괴인은 케이의 입에 촉수를 쑤셔 넣는다,The Tentacle Man stuck a tentacle in Kei's mouth.,触手怪人伸出一条触手，粗暴地捂住了京的嘴。
,,,,,,,,
Dialog.Chapter4-3-25,京,「むぐっ」,「むぐっ」,「唔……！」,"Mugg.""",「읍」,"""Ugmmm.""",「唔……！」
,,,,,,,,
Dialog.Chapter4-3-26,触手怪人,「くらえっ！足腰が立たないくらいに飲ませてやるっ！」,「くらえっ！足腰が立たないくらいに飲ませてやるっ！」,「給我好好嚐嚐吧！我會讓妳連站都站不起來！」,"I'll make you drink so much you won't be able to stand on your feet! I'll make you drink so much you won't be able to stand on your feet!""",「받아라! 허리도 못 펼 정도로 마시게 해주마!」,"""Eat this! I'm going to pump you full of it until you can't stand!""",「给我好好尝尝吧！我会让你连站都站不起来！」
,Kei　story　2ｰ3,,,,,,,
Dialog.Chapter4-3-27,京,「ゴボッ！？、グッ…、ゴクッ、ゴクッ…ぷはっ」,「ゴボッ！？、グッ…、ゴクッ、ゴクッ…ぷはっ」,「咕、咳……！咕、咕嚥……噗哈……」,"Gobo! Gobo..., Gobo..., Gobo..., Gobo..., Gobo..., Gobo..., Gobo..., Puha...""","「꿀꺽!?, 윽… 꿀꺽, 꿀꺽… 푸핫」","""Ugh... Guh... Pffafa...""",「咕、咳……！咕、咕咽……噗哈……」
,,,,,,,,
Dialog.Chapter4-3-28,触手怪人,「どうだ俺の聖核戦姫を無力化させる粘液は？力が抜けるだろう？」,「どうだ俺の聖核戦姫を無力化させる粘液は？力が抜けるだろう？」,「怎麼樣？這種能讓聖核戰姫失去力量的黏液，感覺得到力氣在流失吧？」,"How about some mucus to incapacitate my Seikaku Princess? It'll take the edge off, won't it?""",「어떠냐 나의 성핵전희를 무력화시키는 점액은? 힘이 빠질 텐데?」,"""How's the neutralizing slime? Feeling weak already?""",「怎么样？这种能让圣核战姫失去力量的黏液，感觉得到力气在流失吧？」
,Kei story 2-4,,,,,,,
Dialog.Chapter4-3-29,京,「ケホッ……おええっ、まっず…！」,「ケホッ……おええっ、まっず…！」,「咳咳……噁，好難喝……！」,"""Kehoho ...... Oh, no, not again...!""","「케홋…… 오에엑, 맛없…!」","""Ugh... Gross...""",「咳咳……恶、好难喝……！」
,,,,,,,,
Dialog.Chapter4-3-30,,「なるほど、聖核エネルギーが使いづらい…エレナ先輩にはコレ飲ませたのかな？」,「なるほど、聖核エネルギーが使いづらい…エレナ先輩にはコレ飲ませたのかな？」,「原來如此，聖核能量變得很難運用……艾蓮娜前輩當時大概也是被灌了這個吧？」,"I see, it's hard to use the Seikaku energy...did you make Erena-senpai drink this?""","「과연, 성핵 에너지가 쓰기 어렵군… 엘레나 선배에게 이걸 먹였나?」","""I see... I can't really use my Holy Core energy. Did you make Elena drink this too?""",「原来如此，圣核能量变得很难运用……艾莲娜前辈当时大概也是被灌了这个吧？」
,,,,,,,,
Dialog.Chapter4-3-31,,「こういうのがあることは知ってたけど…実際に体験することになるとはね」,「こういうのがあることは知ってたけど…実際に体験することになるとはね」,「雖然早就知道你們有這種東西……但沒想到有一天會真的輪到自己體驗。」,"I knew these things existed... but I never thought I'd actually experience them.""",「이런 게 있다는 건 알고 있었지만… 실제로 체험하게 될 줄이야」,"""I knew you had this... But to actually experience it...""",「虽然早就知道你们有这种东西……但没想到有一天会真的轮到自己体验。」
,,,,,,,,
Dialog.Chapter4-3-32,触手怪人,「…クソガキッ、まだ自分が置かれた状況を理解していないようだなぁ？」,「…メスネコッ、まだ自分が置かれた状況を理解していないようだなぁ？」,「……妳這個臭丫頭，看來還沒搞清楚自己現在是什麼處境啊？」,"""...you little shit, you still don't seem to understand the situation you're in, do you?""","「…암고양이, 아직 자신이 처한 상황을 이해하지 못한 것 같군?」","""Do you not understand your current situation?""",「……你这个臭丫头，看来还没搞清楚自己现在是什么处境啊？」
,,,,,,,,
Dialog.Chapter4-3-33,Kei story 2-5,ビリッ、ビリリッ,ビリッ、ビリリッ,撕啦、撕、撕——,"Bing, bang.","찌익, 찌리릭",Riiiipppp!,撕啦、撕、撕——
,,,,,,,,
Dialog.Chapter4-3-34,,触手怪人が京の戦闘スーツを破り、小さな局部を露にする,触手怪人が京の戦闘スーツを破り、局部を露にする,觸手怪人撕裂京的戰鬥服，粗暴地將她的身體暴露在外。,"Tentacle monster rips open Kei's battle suit, exposing a small section of his body.","촉수 괴인이 케이의 전투 슈트를 찢어, 음부를 드러낸다","The Tentacle Man ripped Kei's combat suit, exposing a part of her flesh.",触手怪人撕裂京的战斗服，粗暴地将她的身体暴露在外。
,,,,,,,,
Dialog.Chapter4-3-35,京,「ああ、なるほど、やっぱりそうなるよね…でも流石にこの体勢はちょっと恥ずかしいかな」,「ああ、なるほど、やっぱりそうなるよね…でも流石にこの体勢はちょっと恥ずかしいかな」,「啊啊，原來如此，果然會變成這樣啊……不過這個姿勢還是有點害羞呢。」,"'Oh, I see, I knew it would happen...but I'm a little embarrassed to be in this position.'","「아아, 과연, 역시 그렇게 되는군… 하지만 설마 이 자세는 좀 부끄러울지도」","""Ah, I see... But this posture is a little humiliating.""",「啊啊，原来如此，果然会变成这样啊……不过这个姿势还是有点害羞呢。」
,,,,,,,,
Dialog.Chapter4-3-36,触手怪人,「散々私達の組織に損害を与えてくれたからなあ？本番はこれからだぞ？」,「散々私達の組織に損害を与えてくれたからなあ？本番はこれからだぞ？」,「妳可是把我們組織搞得一團亂啊？真正的節目現在才要開始呢。」,"You've done so much damage to our organization, haven't you? Now the real work begins, okay?""",「실컷 우리 조직에 손해를 입혔으니 말이야? 본방은 이제부터다?」,"""I want you to think about all the damage you've done to us... This is payback!""",「你可是把我们组织搞得一团乱啊？真正的节目现在才要开始呢。」
,,,,,,,,
Dialog.Chapter4-3-37,京,「はあ、これも敗北した変身ヒロインの運命だね…甘んじて受け入れるよ」,「はあ、これも敗北した変身ヒロインの運命だね…甘んじて受け入れるよ」,「唉，這大概就是失敗的變身女主角的命運吧……我只能坦然接受了。」,"I guess that's the fate of a defeated shape―shifting heroine... I'll just have to take it in stride.""","「하아, 이것도 패배한 변신 히로인의 운명이네… 달게 받아들이지」","""This is the fate of a failed heroine who could transform... I will accept it.""",「唉，这大概就是失败的变身女主角的命运吧……我只能坦然接受了。」
,,,,,,,,
Dialog.Chapter4-3-38,触手怪人,「グフフッ、いつまでその余裕が持つか楽しみだ！」,「グフフッ、いつまでその余裕が持つか楽しみだ！」,「咕呵呵，就看看妳這副餘裕的樣子能撐到什麼時候！」,"Guffaw, I can't wait to see how long I can afford that!""","「크흐흐, 언제까지 그 여유가 이어질지 기대되는군!」","""I'm looking forward to breaking you!""",「咕呵呵，就看看你这副余裕的样子能撑到什么时候！」
,,,,,,,,
Dialog.Chapter4-3-39,Kei story 2-6,そして触手怪人は京の割れ目を粘液の付いた触手で撫で始める,そして触手怪人は京の割れ目を粘液の付いた触手で撫で始める,觸手怪人讓沾滿黏液的觸手纏上京的下半身，來回摩挲。,And the tentacle monster begins to stroke Kei's crack with its mucus―covered tentacles.,그리고 촉수 괴인은 케이의 갈라진 틈을 점액이 묻은 촉수로 쓰다듬기 시작한다,The Tentacle Man started caressing Kei's crotch with his slimy tentacles.,触手怪人让沾满黏液的触手缠上京的下半身，来回摩挲。
,,,,,,,,
Dialog.Chapter4-3-40,京,「！、ああ、ぬるぬるして不思議な感触だ。とても気持ち悪い」,「！、ああ、ぬるぬるして不思議な感触だ。とても気持ち悪い」,「！啊啊，黏黏滑滑的，感覺好奇怪。真讓人噁心。」,"""! Oh, it feels slimy and strange. It's so gross.""","「!, 아아, 미끈미끈해서 이상한 감촉이야. 아주 기분 나빠」","""! Ahhh... Slippery... Feels strange, and... disgusting.""",「！啊啊，黏黏滑滑的，感觉好奇怪。真让人恶心。」
,,,,,,,,
Dialog.Chapter4-3-41,触手怪人,「グフフッ！じきに何も考えられなくさせてやろう！」,「グフフッ！じきに何も考えられなくさせてやろう！」,「咕呵呵！很快就會讓妳什麼都沒辦法思考的！」,"I'm going to make you think of nothing soon! Soon I'll make you think of nothing!""",「크흐흐! 곧 아무것도 생각할 수 없게 만들어주마!」,"""You're going to lose your ability to think very soon!""",「咕呵呵！很快就会让你什么都没办法思考的！」
,,,,,,,,
Dialog.Chapter4-3-42,京,「あっ、ふう…、昔興味でやったことはあって、その時は良く分からなかったけど…」,「あっ、ふう…、昔興味でやったことはあって、その時は良く分からなかったけど…」,「啊……呼……以前出於好奇自己試過類似的事，那時還不太懂是怎麼回事，不過……」,"I did it once, out of curiosity, and I didn't really understand it at the time...""","「앗, 후우…, 옛날에 흥미로 해본 적은 있어서, 그때는 잘 몰랐지만…」","""Ahhh... I've done this before out of curiosity, but I didn't understand back then...""",「啊……呼……以前出于好奇自己试过类似的事，那时还不太懂是怎么回事，不过……」
,,,,,,,,
Dialog.Chapter4-3-43,,「んあっ、しかし誰かにされるのは感覚が全然違うねっ？」,「んあっ、しかし誰かにされるのは感覚が全然違うねっ？」,「啊……不過被別人做的話感覺果然完全不一樣耶？」,"But it feels so different to have someone do it to you, doesn't it?""","「응앗, 하지만 누군가에게 당하는 건 감각이 전혀 다르네?」","""Uhhhnnn... It feels different depends on who's doing it, I guess.""",「啊……不过被别人做的话感觉果然完全不一样耶？」
,,,,,,,,
Dialog.Chapter4-3-44,,「さっき飲まされた液体も関係あるのかな？頭がくらくらしてきたよ」,「さっき飲まされた液体も関係あるのかな？頭がくらくらしてきたよ」,「剛剛被灌下去的東西也有影響吧？頭有點發昏了。」,I wonder if the liquid they gave me earlier had anything to do with it. My head is starting to spin.,「방금 마신 액체도 관계있는 걸까? 머리가 어질어질해졌어」,"""I'm feeling dizzy... Is it because of the liquid I drank?""",「刚刚被灌下去的东西也有影响吧？头有点发昏了。」
,,,,,,,,
Dialog.Chapter4-3-45,触手怪人,「余裕な顔をしているが効いているようだなっ、ほれっ、もっとくらえっ」,「余裕な顔をしているが効いているようだなっ、ほれっ、もっとくらえっ」,「嘴上還是一副很從容的樣子，不過看來藥效已經開始發作了嘛，來，再來一點吧。」,"You look like you can afford it, but it seems to be working.","「여유로운 얼굴을 하고 있지만 효과가 있는 것 같군, 자, 더 받아라」","""You still got that smug on your face, but I think this is working. Here, have some more!""",「嘴上还是一副很从容的样子，不过看来药效已经开始发作了嘛，来，再来一点吧。」
,,,,,,,,
Dialog.Chapter4-3-46,京,「っ！、んっ♥、ふうっ、んんっ、なかなか…、くすぐったいね…。」,「っ！、んっ♥、ふうっ、んんっ、なかなか…、くすぐったいね…。」,「唔…嗯……呼……嗯……還真是……有點癢癢的呢……」,"I'm so ticklish...! That tickles........""","「윽!, 응읏♥, 후웃, 응응읏, 제법… 간지럽네….」","""Ugh... Nnnn♥ Heh... This tickles...""",「唔…嗯……呼……嗯……还真是……有点痒痒的呢……」
,,,,,,,,
Dialog.Chapter4-3-47,,「んぁ…♥、このまま続けられたらっ♥、ちょっとまずいかなっ」,「んぁ…♥、このまま続けられたらっ♥、ちょっとまずいかなっ」,「啊……要是這樣一直被弄下去……好像就有點不太妙了呢。」,"If you continue like this, it might not be good for me.","「으앗…♥, 이대로 계속 당하면, 좀 위험할지도」","""Haaa♥ This might be bad if you keep doing it...""",「啊……要是这样一直被弄下去……好像就有点不太妙了呢。」
,,,,,,,,
Dialog.Chapter4-3-48,触手怪人,「グフッ、すぐにお前も快楽に溺れて我々に従うようになるさ。その時が楽しみだっ」,「グフッ、すぐにお前も快楽に溺れて我々に従うようになるさ。その時が楽しみだっ」,「咕呵……很快妳也會沉溺在快感裡，乖乖聽從我們的命令。真期待那個時候啊。」,"Soon you will be so addicted to pleasure that you will obey us. I'm looking forward to that.""","「크흣, 곧 너도 쾌락에 빠져 우리에게 따르게 될 것이다. 그때가 기대되는군」","""You will soon succumb to the pleasure and obey us. I can't wait!""",「咕呵……很快你也会沉溺在快感里，乖乖听从我们的命令。真期待那个时候啊。」
,,,,,,,,
Dialog.Chapter4-3-49,京,「…っ♥、なるほどっ、捕まえた聖核戦姫達はこうやって洗脳したのかな？まったく悪趣味だ」,「…っ♥、なるほどっ、捕まえた聖核戦姫達はこうやって洗脳したのかな？まったく悪趣味だ」,「……原來如此，你們抓來的那些聖核戰姫，就是這樣被對待的嗎？真是夠惡趣味的。」,"I see...I see...the Seikaku Princesses you captured were brainwashed this way? That's totally in bad taste.""","「…읏♥, 과연, 붙잡은 성핵전희들은 이렇게 세뇌했나? 정말 악취미야」","""...♥ I see, so this is how you brainwash the captured Holy Core Battlemaidens. Again, disgusting.""",「……原来如此，你们抓来的那些圣核战姫，就是这样被对待的吗？真是够恶趣味的。」
,,,,,,,,
Dialog.Chapter4-3-50,,「私の手でアジトを壊滅させたかったがっ♥…残念だよッ♥」,「私の手でアジトを壊滅させたかったがっ♥…残念だよッ♥」,「本來還想親手把你們的基地徹底摧毀掉的……真可惜呢。」,"I wanted to destroy the hideout with my own hands, but I'm sorry.",「내 손으로 아지트를 괴멸시키고 싶었지만♥… 유감이야♥」,"""I wanted to destroy your hideout with these very hands♥ What a shame...♥""",「本来还想亲手把你们的据点彻底摧毁掉的……真可惜呢。」
,,,,,,,,
Dialog.Chapter4-3-51,触手怪人,「さあ前戯は終わりだっ、次は内側から貴様を堕としてやろう」,「さあ前戯は終わりだっ、次は内側から貴様を堕としてやろう」,「好了，前菜到此為止。接下來就從妳的身體深處開始，把妳徹底墮落。」,"Now that the foreplay is over, let's corrupt you from the inside out.","「자 전희는 끝이다, 다음은 안쪽에서 네놈을 타락시켜주마」","""Foreplay is over! I'm going to corrupt you from within!""",「好了，前菜到此为止。接下来就从你的身体深处开始，把你彻底堕落。」
,,,,,,,,
Dialog.Chapter4-3-52,京,「っ…！何をっ？」,「っ…！何をっ？」,「……！你打算做什麼？」,What? What?,「윽…! 뭘!」,"""Huh! What is that?""",「……！你打算做什么？」
,,,,,,,,
Dialog.Chapter4-3-53,Kei story 2-7,触手怪人が京の膣内に粘液でまみれた触手を挿入する,触手怪人が京の膣内に粘液でまみれた触手を挿入する,觸手怪人將沾滿黏液的觸手插入京的膣內。,Tentacle monster inserts mucus―covered tentacles into Kei's vagina,촉수 괴인이 케이의 질 내에 점액으로 뒤덮인 촉수를 삽입한다,The Tentacle Man inserted a slimy tentacle into Kei's vagina.,触手怪人将沾满黏液的触手插入京的膣内。
,,,,,,,,
Dialog.Chapter4-3-54,京,「んぐっ♥♥、触手が中にっ♥、っふうっ、これはっ♥、まずいなっ…♥」,「んぐっ♥♥、触手が中にっ♥、っふうっ、これはっ♥、まずいなっ…♥」,「嗯咕♥♥，觸手進到裡面了♥，哈啊，這♥、不妙啊…♥」,"I've got a tentacle inside me...♥, ♥, ♥, ♥, ♥, this is not good...♥""","「응크윽♥♥, 촉수가 안에♥, 읏후웃, 이건♥, 위험하네…♥」","""Nnnn♥ The tentacle... is inside me...♥ This is... Bad...♥""",「嗯咕♥♥、触手进到里面了♥、哈啊，这♥、不妙啊…♥」
,,,,,,,,
Dialog.Chapter4-3-55,触手怪人,「グフフッ、いくらすました顔をしていても所詮はただのメスガキだったな！―――なんだ？」,「グフフッ、いくらすました顔をしていても所詮はただのメスだったな！―――なんだ？」,「咕呵呵，無論你裝得多清高，終究不過是隻母的！―――怎麼回事？」,I'm sure you'll be able to find a way to get a good look at him! ―――What is it?,"「크흐흐, 아무리 새침한 얼굴을 하고 있어도 결국은 그냥 암컷이었군!―――뭐지?」","""Even with that bratty face, you're nothing but a woman! Huh?""",「咕呵呵，无论你装得多清高，终究不过是只母的！―――怎么回事？」
,,,,,,,,
Dialog.Chapter4-3-56,京,「んっ♥、んあっ♥、あまり膣内で触手を動かさないでくれっ♥、流石に私も――――」,「んっ♥、んあっ♥、あまり膣内で触手を動かさないでくれっ♥、流石に私も――――」,「嗯♥、啊啊♥，別在膣內亂動觸手啊♥，就算是我也―――」,"♥♥♥♥♥, don't move your tentacles in my vagina too much, I'm a quicksilver too ――――'","「응읏♥, 응앗♥, 너무 질 내에서 촉수를 움직이지 말아줘♥, 역시 나도――――」","""Hnnn♥ Don't...♥ Please don't move too much while inside me. After all...♥""",「嗯♥、啊啊♥、别在膣内乱动触手啊♥、就算是我也―――」
,,,,,,,,
Dialog.Chapter4-3-57,,京の言葉を聞くことなく、触手怪人が京の膣内から何かを取り出す,京の言葉を聞くことなく、触手怪人が京の膣内から何かを取り出す,不顧京的話語，觸手怪人從京的膣內抽出了某樣東西。,"Without hearing Kei's words, the tentacle monster pulls something out of Kei's vagina.","케이의 말을 들을 새도 없이, 촉수 괴인이 케이의 질 내에서 무언가를 꺼낸다",The Tentacle Man ignored Kei and took something out from her vagina.,不顾京的话语，触手怪人从京的膣内抽出了某样东西。
,,,,,,,,
Dialog.Chapter4-3-58,京,「――――あ、ばれちゃった」,「――――あ、ばれちゃった」,「――――啊，被發現了。」,"""―――― Oh, I've been discovered.""","「――――아, 들켰네」","""Oops, busted.""",「――――啊，被发现了。」
,,,,,,,,
Dialog.Chapter4-3-59,触手怪人,「……？なんだこれは？何故こんなものを入れている…？」,「……？なんだこれは？何故こんなものを入れている…？」,「……？這是什麼？為什麼要把這種東西放在裡面……？」,"""......? What the hell is this? Why are you putting this stuff in...?""",「……? 뭐야 이건? 왜 이런 걸 넣고 있는…?」,"""...What the hell is this? Why is this inside you?""",「……？这是什么？为什么要把这种东西放在里面……？」
,,,,,,,,
Dialog.Chapter4-3-60,京,「………気が付かないんだ。さて、なんだろうね？」,「………気が付かないんだ。さて、なんだろうね？」,「………居然一直沒發現啊。那麼，你覺得這是什麼呢？」,"""I don't notice .......... Now, what is it?""","「………눈치채지 못했구나. 자, 뭘까?」","""...So you wouldn't notice it. Well, what do you think it is?""",「………居然一直没发现啊。那么，你觉得这是什么呢？」
,暗転＆シーン終了,,,,,,,
,アジト,,,,,,,
Dialog.Chapter4-3-61,触手怪人＆京,触手怪人が京の中から棒状の物を発見した直後,触手怪人が京の中から棒状の物を発見した直後,觸手怪人剛從京的體內發現棒狀物的瞬間——,Immediately after the tentacle monster found a stick―shaped object in Kei.,촉수 괴인이 케이의 안에서 막대 모양의 물체를 발견한 직후,Right after the Tentacle Man found the stick-like object within Kei...,触手怪人刚从京的体内发现棒状物的瞬间——
,,,,,,,,
Dialog.Chapter4-3-62,アジト(アラート),ゴォォン…… ドドンッ！,ゴォォン…… ドドンッ！,轟───…… 咚咚！,Goooong ...... thud!,고오옹…… 두둥!,Bang! Boom!,轰───…… 咚咚！
,,,,,,,,
Dialog.Chapter4-3-63,触手怪人,「……？！なんの音だ？！」,「……？！なんの音だ？！」,「……？！這什麼聲音？！」,"""......? What's that sound?",「……?! 무슨 소리지?!」,"""What's that noise?""",「……？！这什么声音？！」
,,,,,,,,
Dialog.Chapter4-3-64,地下通路(アラート),その時、ホログラムで連絡が入る,その時、ホログラムで連絡が入る,這時，立體投影跳出緊急聯絡。,Then you get a holographic call.,"그때, 홀로그램으로 연락이 들어온다",A hologram message came through.,这时，立体投影跳出紧急联络。
,,,,,,,,
Dialog.Chapter4-3-65,戦闘員(通信),「緊急連絡！、何者かがアジト内に侵入した模様！隔壁を破壊しながら物凄い速度で進行中です！」,「緊急連絡！、何者かがアジト内に侵入した模様！隔壁を破壊しながら物凄い速度で進行中です！」,「緊急通報！疑似有不明人士侵入基地內部！正在一邊破壞隔牆，一邊以驚人的速度往前推進！」,"Emergency call! Someone has entered the hideout! They are advancing at a very high rate of speed, destroying the bulkheads!","「긴급 연락!, 누군가가 아지트 내에 침입한 모양! 격벽을 파괴하며 엄청난 속도로 진행 중입니다!」","""Emergency! Someone has infiltrated the hideout! They're moving forward at an incredible speed by breaking through walls!""",「紧急通报！疑似有不明人士侵入据点内部！正在一边破坏隔离壁，一边以惊人的速度往前推进！」
,,,,,,,,
Dialog.Chapter4-3-66,触手怪人,「なんだとっ？敵の数は？」,「なんだとっ？敵の数は？」,「什麼！？敵人的數量有多少？」,"""What the hell? How many enemies?""",「뭐라고? 적의 수는?」,"""Huh? How many?""",「什么！？敌人的数量有多少？」
,,,,,,,,
Dialog.Chapter4-3-67,戦闘員(通信),「一人ですっ！クローンが応戦していますが全く歯が立ちません！」,「一人ですっ！クローンが応戦していますが全く歯が立ちません！」,「只有一人！已經派克隆人與其交戰，但完全不是對手！」,"I'm alone! The clones are fighting back, but they are completely outmatched!""",「한 명입니다! 클론이 응전하고 있지만 전혀 상대가 되지 않습니다!」,"""Just one! The clones tried to fight, but they didn't stand a chance!""",「只有一人！已经派克隆与其交战，但完全不是对手！」
,,,,,,,,
Dialog.Chapter4-3-68,戦闘員(通信),「経路から推測するに…おそらくそちらの中央指令室に接近しています！」,「経路から推測するに…おそらくそちらの中央指令室に接近しています！」,「依照其前進路徑推測……對方很可能正朝你那邊的中央指令室接近！」,"""I'm guessing from the path... it's probably approaching your central command center!""",「경로로 추측하건대… 아마 그쪽 중앙 지령실에 접근하고 있습니다!」,"""Based on their path, they're headed toward Central Command, where you are!""",「依照其前进路径推测……对方很可能正朝你那边的中央指令室接近！」
,,,,,,,,
Dialog.Chapter4-3-68(1),SEL,触手怪人！今すぐ猫宮京の隠し持っていたそれを破壊しろ！,触手怪人！今すぐ猫宮京の隠し持っていたそれを破壊しろ！,觸手怪人！立刻把貓宮京藏在體內的那個東西給摧毀掉！,"Tentacle Monster! Destroy it now, hidden by Nekomiya Kei!",촉수 괴인! 지금 당장 네코미야 케이가 숨겨 가지고 있던 그것을 파괴해라!,Destroy that thing now!,触手怪人！立刻把猫宫京藏在体内的那个东西给摧毁掉！
,暗転＆アジト(アラート),,,,,,,
